C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R248,R178,00-00-07,77 ST,6,IRT,12/27/2019,04:00:00,REGULAR,11949404,1835113
R248,R178,00-00-06,77 ST,6,IRT,12/27/2019,04:00:00,REGULAR,22133810,5559006
R248,R178,00-00-04,77 ST,6,IRT,12/27/2019,04:00:00,REGULAR,17851203,4627479
R248,R178,00-00-00,77 ST,6,IRT,12/27/2019,04:00:00,REGULAR,3549977,1775816
R248,R178,00-00-05,77 ST,6,IRT,12/27/2019,04:00:00,REGULAR,15198546,5868073
C024,R214,00-00-01,77 ST,R,BMT,12/27/2019,07:00:00,REGULAR,7068569,2778867
C024,R214,00-00-03,77 ST,R,BMT,12/27/2019,07:00:00,REGULAR,9990938,9313956
C024,R214,00-00-02,77 ST,R,BMT,12/27/2019,07:00:00,REGULAR,6157457,4136363
C024,R214,00-00-00,77 ST,R,BMT,12/27/2019,07:00:00,REGULAR,8803724,1994082
R247,R178,01-03-00,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,614058,2714523
R247,R178,01-03-02,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,1897767,16079030
R247,R178,01-00-03,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,836388,2218806
R247,R178,01-00-00,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,2603422,11285285
R247,R178,01-00-02,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,1132099,2266828
R247,R178,01-03-01,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,977519,3907453
R247,R178,01-00-01,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,7413519,26619310
R248,R178,00-00-07,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,11949499,1835254
R248,R178,00-00-06,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,22133866,5559148
R248,R178,00-00-03,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,17353458,2425706
R248,R178,00-00-05,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,15198569,5868190
R248,R178,00-00-02,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,141443077,17921175
R248,R178,00-00-04,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,17851225,4627525
R248,R178,00-00-00,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,3550055,1775978
R248,R178,00-00-01,77 ST,6,IRT,12/27/2019,08:00:00,REGULAR,18010883,3240340
C024,R214,00-00-01,77 ST,R,BMT,12/27/2019,11:00:00,REGULAR,7068883,2778887
C024,R214,00-00-03,77 ST,R,BMT,12/27/2019,11:00:00,REGULAR,9991439,9314044
C024,R214,00-00-02,77 ST,R,BMT,12/27/2019,11:00:00,REGULAR,6157689,4136404
C024,R214,00-00-00,77 ST,R,BMT,12/27/2019,11:00:00,REGULAR,8804308,1994117
R247,R178,01-00-00,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,2603510,11286251
R247,R178,01-03-01,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,977580,3908098
R247,R178,01-00-03,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,836425,2219150
R247,R178,01-00-01,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,7413597,26619878
R247,R178,01-03-00,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,614085,2715106
R247,R178,01-00-02,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,1132171,2267255
R247,R178,01-03-02,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,1897817,16080222
R248,R178,00-00-02,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,141443425,17921344
R248,R178,00-00-01,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,18011321,3240554
R248,R178,00-00-04,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,17851384,4627615
R248,R178,00-00-05,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,15198719,5868519
R248,R178,00-00-00,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,3550416,1776310
R248,R178,00-00-06,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,22134212,5559423
R248,R178,00-00-03,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,17353761,2425815
R248,R178,00-00-07,77 ST,6,IRT,12/27/2019,12:00:00,REGULAR,11949949,1835482
C024,R214,00-00-00,77 ST,R,BMT,12/27/2019,15:00:00,REGULAR,8804659,1994174
C024,R214,00-00-02,77 ST,R,BMT,12/27/2019,15:00:00,REGULAR,6157884,4136472
C024,R214,00-00-03,77 ST,R,BMT,12/27/2019,15:00:00,REGULAR,9991764,9314173
C024,R214,00-00-01,77 ST,R,BMT,12/27/2019,15:00:00,REGULAR,7069077,2778933
R247,R178,01-00-02,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,1132394,2267622
R247,R178,01-03-02,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,1897943,16081336
R247,R178,01-03-00,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,614232,2715599
R247,R178,01-00-00,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,2603746,11287299
R247,R178,01-00-03,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,836566,2219418
R247,R178,01-00-01,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,7413828,26620457
R247,R178,01-03-01,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,977748,3908726
R248,R178,00-00-04,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,17851779,4627667
R248,R178,00-00-03,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,17354357,2425884
R248,R178,00-00-01,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,18012016,3240693
R248,R178,00-00-07,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,11950716,1835603
R248,R178,00-00-05,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,15199195,5868766
R248,R178,00-00-00,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,3551046,1776532
R248,R178,00-00-06,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,22134857,5559631
R248,R178,00-00-02,77 ST,6,IRT,12/27/2019,16:00:00,REGULAR,141444058,17921458
C024,R214,00-00-00,77 ST,R,BMT,12/27/2019,19:00:00,REGULAR,8804992,1994267
C024,R214,00-00-02,77 ST,R,BMT,12/27/2019,19:00:00,REGULAR,6158040,4136622
C024,R214,00-00-01,77 ST,R,BMT,12/27/2019,19:00:00,REGULAR,7069270,2779049
C024,R214,00-00-03,77 ST,R,BMT,12/27/2019,19:00:00,REGULAR,9992063,9314494
R247,R178,01-03-01,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,977942,3909248
R247,R178,01-00-03,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,836739,2219608
R247,R178,01-03-00,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,614402,2715973
R247,R178,01-00-02,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,1132648,2267882
R247,R178,01-00-01,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,7414113,26620887
R247,R178,01-03-02,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,1898127,16082220
R247,R178,01-00-00,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,2604053,11288256
R248,R178,00-00-06,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,22135614,5559779
R248,R178,00-00-02,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,141444871,17921557
R248,R178,00-00-01,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,18012912,3240804
R248,R178,00-00-00,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,3551782,1776713
R248,R178,00-00-07,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,11951584,1835665
R248,R178,00-00-05,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,15199752,5868931
R248,R178,00-00-04,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,17852284,4627717
R248,R178,00-00-03,77 ST,6,IRT,12/27/2019,20:00:00,REGULAR,17355066,2425938
C024,R214,00-00-01,77 ST,R,BMT,12/27/2019,23:00:00,REGULAR,7069359,2779115
C024,R214,00-00-02,77 ST,R,BMT,12/27/2019,23:00:00,REGULAR,6158113,4136691
C024,R214,00-00-03,77 ST,R,BMT,12/27/2019,23:00:00,REGULAR,9992208,9314658
C024,R214,00-00-00,77 ST,R,BMT,12/27/2019,23:00:00,REGULAR,8805120,1994326
R247,R178,01-00-01,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,7412744,26617307
R247,R178,01-03-00,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,613669,2712776
R247,R178,01-00-02,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,1131455,2265552
R247,R178,01-03-01,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,977030,3905275
R247,R178,01-03-02,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,1897307,16074924
R247,R178,01-00-00,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,2602564,11281577
R247,R178,01-00-03,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,835994,2217803
R248,R178,00-00-05,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,15197295,5867314
R248,R178,00-00-03,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,17351827,2425245
R248,R178,00-00-00,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,3548164,1774937
R248,R178,00-00-06,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,22132037,5558215
R248,R178,00-00-07,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,11947364,1834499
R248,R178,00-00-04,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,17850228,4627252
R248,R178,00-00-02,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,141441144,17920604
R248,R178,00-00-01,77 ST,6,IRT,12/26/2019,00:00:00,REGULAR,18008737,3239642
C024,R214,00-00-00,77 ST,R,BMT,12/26/2019,03:00:00,REGULAR,8802167,1993808
C024,R214,00-00-01,77 ST,R,BMT,12/26/2019,03:00:00,REGULAR,7067726,2778597
C024,R214,00-00-03,77 ST,R,BMT,12/26/2019,03:00:00,REGULAR,9989594,9313164
C024,R214,00-00-02,77 ST,R,BMT,12/26/2019,03:00:00,REGULAR,6156749,4135969
R247,R178,01-03-02,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,1897309,16074953
R247,R178,01-00-03,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,835995,2217805
R247,R178,01-00-02,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,1131464,2265554
R247,R178,01-03-00,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,613669,2712781
R247,R178,01-03-01,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,977031,3905284
R247,R178,01-00-01,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,7412757,26617312
R247,R178,01-00-00,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,2602573,11281600
R248,R178,00-00-06,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,22132040,5558221
R248,R178,00-00-05,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,15197300,5867315
R248,R178,00-00-04,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,17850228,4627254
R248,R178,00-00-07,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,11947373,1834509
R248,R178,00-00-01,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,18008746,3239647
R248,R178,00-00-00,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,3548180,1774945
R248,R178,00-00-02,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,141441149,17920606
R248,R178,00-00-03,77 ST,6,IRT,12/26/2019,04:00:00,REGULAR,17351831,2425248
C024,R214,00-00-03,77 ST,R,BMT,12/26/2019,07:00:00,REGULAR,9989716,9313177
C024,R214,00-00-02,77 ST,R,BMT,12/26/2019,07:00:00,REGULAR,6156800,4135976
C024,R214,00-00-01,77 ST,R,BMT,12/26/2019,07:00:00,REGULAR,7067790,2778605
C024,R214,00-00-00,77 ST,R,BMT,12/26/2019,07:00:00,REGULAR,8802312,1993818
R247,R178,01-00-00,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,2602601,11281938
R247,R178,01-00-01,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,7412784,26617487
R247,R178,01-03-02,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,1897327,16075332
R247,R178,01-03-01,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,977047,3905467
R247,R178,01-00-02,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,1131475,2265704
R247,R178,01-03-00,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,613684,2712962
R247,R178,01-00-03,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,836005,2217932
R248,R178,00-00-02,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,141441209,17920715
R248,R178,00-00-03,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,17351871,2425338
R248,R178,00-00-00,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,3548237,1775131
R248,R178,00-00-07,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,11947451,1834679
R248,R178,00-00-05,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,15197323,5867445
R248,R178,00-00-01,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,18008816,3239758
R248,R178,00-00-04,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,17850253,4627315
R248,R178,00-00-06,77 ST,6,IRT,12/26/2019,08:00:00,REGULAR,22132081,5558371
C024,R214,00-00-03,77 ST,R,BMT,12/26/2019,11:00:00,REGULAR,9990174,9313261
C024,R214,00-00-01,77 ST,R,BMT,12/26/2019,11:00:00,REGULAR,7068071,2778628
C024,R214,00-00-02,77 ST,R,BMT,12/26/2019,11:00:00,REGULAR,6157026,4136023
C024,R214,00-00-00,77 ST,R,BMT,12/26/2019,11:00:00,REGULAR,8802839,1993852
R247,R178,01-00-03,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,836056,2218204
R247,R178,01-00-00,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,2602678,11282900
R247,R178,01-03-02,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,1897368,16076576
R247,R178,01-00-01,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,7412871,26618026
R247,R178,01-03-01,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,977092,3906115
R247,R178,01-00-02,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,1131540,2266073
R247,R178,01-03-00,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,613719,2713507
R248,R178,00-00-06,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,22132344,5558643
R248,R178,00-00-03,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,17352104,2425473
R248,R178,00-00-04,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,17850378,4627376
R248,R178,00-00-05,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,15197480,5867698
R248,R178,00-00-00,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,3548522,1775455
R248,R178,00-00-07,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,11947809,1834885
R248,R178,00-00-02,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,141441524,17920865
R248,R178,00-00-01,77 ST,6,IRT,12/26/2019,12:00:00,REGULAR,18009184,3239969
C024,R214,00-00-02,77 ST,R,BMT,12/26/2019,15:00:00,REGULAR,6157171,4136081
C024,R214,00-00-00,77 ST,R,BMT,12/26/2019,15:00:00,REGULAR,8803122,1993898
C024,R214,00-00-01,77 ST,R,BMT,12/26/2019,15:00:00,REGULAR,7068283,2778665
C024,R214,00-00-03,77 ST,R,BMT,12/26/2019,15:00:00,REGULAR,9990432,9313366
R247,R178,01-00-00,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,2602872,11283877
R247,R178,01-00-01,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,7413067,26618559
R247,R178,01-03-01,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,977231,3906698
R247,R178,01-00-02,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,1131715,2266377
R247,R178,01-03-00,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,613826,2713933
R247,R178,01-03-02,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,1897502,16077592
R247,R178,01-00-03,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,836172,2218433
R248,R178,00-00-01,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,18009816,3240116
R248,R178,00-00-03,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,17352662,2425567
R248,R178,00-00-06,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,22132870,5558856
R248,R178,00-00-04,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,17850716,4627437
R248,R178,00-00-05,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,15197891,5867890
R248,R178,00-00-07,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,11948471,1835018
R248,R178,00-00-00,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,3549090,1775636
R248,R178,00-00-02,77 ST,6,IRT,12/26/2019,16:00:00,REGULAR,141442126,17920967
C024,R214,00-00-01,77 ST,R,BMT,12/26/2019,19:00:00,REGULAR,7068442,2778778
C024,R214,00-00-03,77 ST,R,BMT,12/26/2019,19:00:00,REGULAR,9990671,9313701
C024,R214,00-00-02,77 ST,R,BMT,12/26/2019,19:00:00,REGULAR,6157326,4136250
C024,R214,00-00-00,77 ST,R,BMT,12/26/2019,19:00:00,REGULAR,8803422,1994004
R247,R178,01-00-02,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,1131966,2266600
R247,R178,01-03-02,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,1897674,16078343
R247,R178,01-00-01,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,7413327,26618962
R247,R178,01-00-03,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,836319,2218593
R247,R178,01-03-00,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,613977,2714245
R247,R178,01-00-00,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,2603186,11284640
R247,R178,01-03-01,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,977410,3907114
R248,R178,00-00-00,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,3549769,1775761
R248,R178,00-00-02,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,141442830,17921026
R248,R178,00-00-06,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,22133612,5558967
R248,R178,00-00-01,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,18010567,3240195
R248,R178,00-00-07,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,11949196,1835081
R248,R178,00-00-04,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,17851139,4627476
R248,R178,00-00-03,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,17353273,2425614
R248,R178,00-00-05,77 ST,6,IRT,12/26/2019,20:00:00,REGULAR,15198420,5868034
C024,R214,00-00-00,77 ST,R,BMT,12/26/2019,23:00:00,REGULAR,8803539,1994066
C024,R214,00-00-03,77 ST,R,BMT,12/26/2019,23:00:00,REGULAR,9990785,9313873
C024,R214,00-00-02,77 ST,R,BMT,12/26/2019,23:00:00,REGULAR,6157388,4136324
C024,R214,00-00-01,77 ST,R,BMT,12/26/2019,23:00:00,REGULAR,7068504,2778847
R247,R178,01-00-01,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,7412441,26616802
R247,R178,01-03-02,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,1897178,16073720
R247,R178,01-00-00,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,2602239,11280507
R247,R178,01-03-00,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,613549,2712289
R247,R178,01-00-03,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,835853,2217603
R247,R178,01-03-01,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,976852,3904698
R247,R178,01-00-02,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,1131209,2265219
R248,R178,00-00-05,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,15196953,5867082
R248,R178,00-00-03,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,17351398,2425120
R248,R178,00-00-01,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,18008064,3239435
R248,R178,00-00-07,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,11946689,1834282
R248,R178,00-00-00,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,3547573,1774663
R248,R178,00-00-04,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,17850026,4627202
R248,R178,00-00-02,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,141440582,17920442
R248,R178,00-00-06,77 ST,6,IRT,12/25/2019,00:00:00,REGULAR,22131511,5557971
C024,R214,00-00-01,77 ST,R,BMT,12/25/2019,03:00:00,REGULAR,7067357,2778422
C024,R214,00-00-02,77 ST,R,BMT,12/25/2019,03:00:00,REGULAR,6156420,4135721
C024,R214,00-00-03,77 ST,R,BMT,12/25/2019,03:00:00,REGULAR,9989092,9312706
C024,R214,00-00-00,77 ST,R,BMT,12/25/2019,03:00:00,REGULAR,8801645,1993644
R247,R178,01-00-03,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,835864,2217606
R247,R178,01-00-01,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,7412465,26616814
R247,R178,01-00-02,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,1131220,2265225
R247,R178,01-00-00,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,2602265,11280533
R247,R178,01-03-01,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,976860,3904715
R247,R178,01-03-02,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,1897185,16073757
R247,R178,01-03-00,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,613557,2712298
R248,R178,00-00-02,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,141440600,17920444
R248,R178,00-00-07,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,11946711,1834287
R248,R178,00-00-00,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,3547591,1774675
R248,R178,00-00-04,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,17850030,4627205
R248,R178,00-00-05,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,15196965,5867090
R248,R178,00-00-03,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,17351411,2425122
R248,R178,00-00-06,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,22131520,5557973
R248,R178,00-00-01,77 ST,6,IRT,12/25/2019,04:00:00,REGULAR,18008091,3239442
C024,R214,00-00-03,77 ST,R,BMT,12/25/2019,07:00:00,REGULAR,9989119,9312718
C024,R214,00-00-00,77 ST,R,BMT,12/25/2019,07:00:00,REGULAR,8801671,1993651
C024,R214,00-00-02,77 ST,R,BMT,12/25/2019,07:00:00,REGULAR,6156430,4135724
C024,R214,00-00-01,77 ST,R,BMT,12/25/2019,07:00:00,REGULAR,7067369,2778422
R247,R178,01-00-00,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,2602287,11280605
R247,R178,01-00-03,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,835868,2217630
R247,R178,01-03-00,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,613564,2712347
R247,R178,01-00-02,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,1131236,2265254
R247,R178,01-03-01,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,976869,3904767
R247,R178,01-03-02,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,1897190,16073871
R247,R178,01-00-01,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,7412483,26616863
R248,R178,00-00-01,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,18008115,3239482
R248,R178,00-00-06,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,22131544,5558017
R248,R178,00-00-03,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,17351427,2425152
R248,R178,00-00-00,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,3547619,1774730
R248,R178,00-00-04,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,17850035,4627221
R248,R178,00-00-02,77 ST,6,IRT,12/25/2019,08:00:00,REGULAR,141440617,17920477
