C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R247,R178,1/3/01,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,1022232,4072757
R247,R178,1/3/01,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,1022266,4072774
R247,R178,1/3/01,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,1022289,4072786
R247,R178,1/3/01,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,1022290,4072789
R247,R178,1/3/01,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,1022300,4072861
R247,R178,1/3/01,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,1022319,4072911
R247,R178,1/3/01,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,1022365,4072939
R247,R178,1/3/01,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,1022395,4072961
R247,R178,1/3/01,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,1022414,4072972
R247,R178,1/3/01,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,1022416,4072978
R247,R178,1/3/01,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,1022426,4073071
R247,R178,1/3/01,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,1022440,4073124
R247,R178,1/3/01,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,1022478,4073174
R247,R178,1/3/01,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,1022504,4073185
R247,R178,1/3/02,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,1942814,16383259
R247,R178,1/3/02,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,1942814,16383264
R247,R178,1/3/02,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,1942816,16383370
R247,R178,1/3/02,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,1942824,16383437
R247,R178,1/3/02,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,1942851,16383513
R247,R178,1/3/02,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,1942864,16383553
R247,R178,1/3/02,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,1942883,16383573
R247,R178,1/3/02,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,1942886,16383574
R247,R178,1/3/02,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,1942890,16383644
R247,R178,1/3/02,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,1942894,16383712
R247,R178,1/3/02,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,1942909,16383778
R247,R178,1/3/02,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,1942926,16383816
R247,R178,1/3/02,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,1942942,16383837
R247,R178,1/3/02,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,1942945,16383842
R247,R178,1/3/02,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,1942957,16384047
R247,R178,1/3/02,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,1942966,16384196
R247,R178,1/3/02,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,1943005,16384300
R247,R178,1/3/02,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,1943040,16384360
R247,R178,1/3/02,77 ST,6,IRT,3/31/20,1:00:00,REGULAR,1943060,16384399
R247,R178,1/3/02,77 ST,6,IRT,3/31/20,5:00:00,REGULAR,1943060,16384404
R247,R178,1/3/02,77 ST,6,IRT,3/31/20,9:00:00,REGULAR,1943077,16384605
R247,R178,1/3/02,77 ST,6,IRT,3/31/20,13:00:00,REGULAR,1943089,16384749
R247,R178,1/3/02,77 ST,6,IRT,3/31/20,17:00:00,REGULAR,1943124,16384864
R247,R178,1/3/02,77 ST,6,IRT,3/31/20,21:00:00,REGULAR,1943151,16384927
R247,R178,1/3/02,77 ST,6,IRT,4/1/20,1:00:00,REGULAR,1943159,16384965
R247,R178,1/3/02,77 ST,6,IRT,4/1/20,5:00:00,REGULAR,1943160,16384973
R247,R178,1/3/02,77 ST,6,IRT,4/1/20,9:00:00,REGULAR,1943176,16385167
R247,R178,1/3/02,77 ST,6,IRT,4/1/20,13:00:00,REGULAR,1943185,16385297
R247,R178,1/3/02,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,1943216,16385400
R247,R178,1/3/02,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,1943249,16385452
R247,R178,1/3/02,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,1943264,16385482
R247,R178,1/3/02,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,1943264,16385488
R247,R178,1/3/02,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,1943271,16385710
R247,R178,1/3/02,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,1943280,16385836
R247,R178,1/3/02,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,1943321,16385943
R247,R178,1/3/02,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,1943351,16385996
R247,R178,1/3/02,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,1943362,16386032
R247,R178,1/3/02,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,1943362,16386037
R247,R178,1/3/02,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,1943370,16386233
R247,R178,1/3/02,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,1943378,16386364
R247,R178,1/3/02,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,1943410,16386464
R247,R178,1/3/02,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,1943436,16386527
R248,R178,00-00-00,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,3722799,1865730
R248,R178,00-00-00,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,3722800,1865736
R248,R178,00-00-00,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,3722820,1865796
R248,R178,00-00-00,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,3722838,1865840
R248,R178,00-00-00,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,3722882,1865884
R248,R178,00-00-00,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,3722918,1865901
R248,R178,00-00-00,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,3722938,1865920
R248,R178,00-00-00,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,3722938,1865923
R248,R178,00-00-00,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,3722955,1865971
R248,R178,00-00-00,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,3722969,1865998
R248,R178,00-00-00,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,3723001,1866024
R248,R178,00-00-00,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,3723026,1866040
R248,R178,00-00-00,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,3723047,1866048
R248,R178,00-00-00,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,3723049,1866053
R248,R178,00-00-00,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,3723069,1866156
R248,R178,00-00-00,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,3723097,1866217
R248,R178,00-00-00,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,3723183,1866266
R248,R178,00-00-00,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,3723254,1866298
R248,R178,00-00-00,77 ST,6,IRT,3/31/20,1:00:00,REGULAR,3723276,1866311
R248,R178,00-00-00,77 ST,6,IRT,3/31/20,5:00:00,REGULAR,3723276,1866314
R248,R178,00-00-00,77 ST,6,IRT,3/31/20,9:00:00,REGULAR,3723307,1866410
R248,R178,00-00-00,77 ST,6,IRT,3/31/20,13:00:00,REGULAR,3723336,1866459
R248,R178,00-00-00,77 ST,6,IRT,3/31/20,17:00:00,REGULAR,3723406,1866511
R248,R178,00-00-00,77 ST,6,IRT,3/31/20,21:00:00,REGULAR,3723461,1866539
R248,R178,00-00-00,77 ST,6,IRT,4/1/20,1:00:00,REGULAR,3723483,1866557
R248,R178,00-00-00,77 ST,6,IRT,4/1/20,5:00:00,REGULAR,3723488,1866568
R248,R178,00-00-00,77 ST,6,IRT,4/1/20,9:00:00,REGULAR,3723514,1866655
R248,R178,00-00-00,77 ST,6,IRT,4/1/20,13:00:00,REGULAR,3723542,1866722
R248,R178,00-00-00,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,3723622,1866750
R248,R178,00-00-00,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,3723675,1866763
R248,R178,00-00-00,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,3723698,1866776
R248,R178,00-00-00,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,3723701,1866781
R248,R178,00-00-00,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,3723729,1866880
R248,R178,00-00-00,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,3723744,1866930
R248,R178,00-00-00,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,3723807,1866971
R248,R178,00-00-00,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,3723866,1866999
R248,R178,00-00-00,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,3723890,1867018
R248,R178,00-00-00,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,3723892,1867026
R248,R178,00-00-00,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,3723921,1867096
R248,R178,00-00-00,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,3723953,1867151
R248,R178,00-00-00,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,3724036,1867201
R248,R178,00-00-00,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,3724082,1867216
R248,R178,00-00-01,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,18213471,3297120
R248,R178,00-00-01,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,18213473,3297123
R248,R178,00-00-01,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,18213498,3297154
R248,R178,00-00-01,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,18213517,3297186
R248,R178,00-00-01,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,18213564,3297221
R248,R178,00-00-01,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,18213600,3297236
R248,R178,00-00-01,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,18213620,3297245
R248,R178,00-00-01,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,18213620,3297246
R248,R178,00-00-01,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,18213639,3297266
R248,R178,00-00-01,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,18213650,3297285
R248,R178,00-00-01,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,18213685,3297306
R248,R178,00-00-01,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,18213723,3297317
R248,R178,00-00-01,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,18213750,3297324
R248,R178,00-00-01,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,18213750,3297326
R248,R178,00-00-01,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,18213791,3297385
R248,R178,00-00-01,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,18213830,3297431
R248,R178,00-00-01,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,18213943,3297464
R248,R178,00-00-01,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,18214016,3297476
R248,R178,00-00-01,77 ST,6,IRT,3/31/20,1:00:00,REGULAR,18214040,3297487
R248,R178,00-00-01,77 ST,6,IRT,3/31/20,5:00:00,REGULAR,18214040,3297487
R248,R178,00-00-01,77 ST,6,IRT,3/31/20,9:00:00,REGULAR,18214069,3297566
R248,R178,00-00-01,77 ST,6,IRT,3/31/20,13:00:00,REGULAR,18214110,3297608
R248,R178,00-00-01,77 ST,6,IRT,3/31/20,17:00:00,REGULAR,18214208,3297639
R248,R178,00-00-01,77 ST,6,IRT,3/31/20,21:00:00,REGULAR,18214271,3297661
R248,R178,00-00-01,77 ST,6,IRT,4/1/20,1:00:00,REGULAR,18214308,3297672
R248,R178,00-00-01,77 ST,6,IRT,4/1/20,5:00:00,REGULAR,18214308,3297674
R248,R178,00-00-01,77 ST,6,IRT,4/1/20,9:00:00,REGULAR,18214335,3297729
R248,R178,00-00-01,77 ST,6,IRT,4/1/20,13:00:00,REGULAR,18214375,3297759
R248,R178,00-00-01,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,18214467,3297798
R248,R178,00-00-01,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,18214531,3297811
R248,R178,00-00-01,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,18214567,3297821
R248,R178,00-00-01,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,18214567,3297827
R248,R178,00-00-01,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,18214598,3297891
R248,R178,00-00-01,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,18214626,3297935
R248,R178,00-00-01,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,18214721,3297970
R248,R178,00-00-01,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,18214788,3297984
R248,R178,00-00-01,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,18214821,3297993
R248,R178,00-00-01,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,18214821,3297995
R248,R178,00-00-01,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,18214855,3298056
R248,R178,00-00-01,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,18214894,3298102
R248,R178,00-00-01,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,18214976,3298136
R248,R178,00-00-01,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,18215037,3298149
R248,R178,00-00-02,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,141618284,17962944
R248,R178,00-00-02,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,141618286,17962947
R248,R178,00-00-02,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,141618306,17962986
R248,R178,00-00-02,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,141618320,17963016
R248,R178,00-00-02,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,141618359,17963042
R248,R178,00-00-02,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,141618385,17963052
R248,R178,00-00-02,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,141618405,17963058
R248,R178,00-00-02,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,141618405,17963061
R248,R178,00-00-02,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,141618413,17963090
R248,R178,00-00-02,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,141618422,17963110
R248,R178,00-00-02,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,141618450,17963121
R248,R178,00-00-02,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,141618468,17963128
R248,R178,00-00-02,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,141618483,17963137
R248,R178,00-00-02,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,141618485,17963141
R248,R178,00-00-02,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,141618505,17963205
R248,R178,00-00-02,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,141618525,17963235
R248,R178,00-00-02,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,141618578,17963268
R248,R178,00-00-02,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,141618612,17963286
R248,R178,00-00-02,77 ST,6,IRT,3/31/20,1:00:00,REGULAR,141618632,17963292
R248,R178,00-00-02,77 ST,6,IRT,3/31/20,5:00:00,REGULAR,141618632,17963295
R248,R178,00-00-02,77 ST,6,IRT,3/31/20,9:00:00,REGULAR,141618659,17963349
R248,R178,00-00-02,77 ST,6,IRT,3/31/20,13:00:00,REGULAR,141618686,17963387
R248,R178,00-00-02,77 ST,6,IRT,3/31/20,17:00:00,REGULAR,141618758,17963418
R248,R178,00-00-02,77 ST,6,IRT,3/31/20,21:00:00,REGULAR,141618808,17963428
R248,R178,00-00-02,77 ST,6,IRT,4/1/20,1:00:00,REGULAR,141618833,17963437
R248,R178,00-00-02,77 ST,6,IRT,4/1/20,5:00:00,REGULAR,141618833,17963440
R248,R178,00-00-02,77 ST,6,IRT,4/1/20,9:00:00,REGULAR,141618855,17963487
R248,R178,00-00-02,77 ST,6,IRT,4/1/20,13:00:00,REGULAR,141618876,17963522
R248,R178,00-00-02,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,141618939,17963557
R248,R178,00-00-02,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,141618984,17963578
R248,R178,00-00-02,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,141619000,17963588
R248,R178,00-00-02,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,141619001,17963590
R248,R178,00-00-02,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,141619024,17963650
R248,R178,00-00-02,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,141619049,17963676
R248,R178,00-00-02,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,141619109,17963707
R248,R178,00-00-02,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,141619145,17963720
R248,R178,00-00-02,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,141619175,17963731
R248,R178,00-00-02,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,141619176,17963736
R248,R178,00-00-02,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,141619192,17963802
R248,R178,00-00-02,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,141619217,17963840
R248,R178,00-00-02,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,141619283,17963876
R248,R178,00-00-02,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,141619316,17963891
R248,R178,00-00-03,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,17496236,2460107
R248,R178,00-00-03,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,17496236,2460109
R248,R178,00-00-03,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,17496248,2460150
R248,R178,00-00-03,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,17496259,2460162
R248,R178,00-00-03,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,17496290,2460179
R248,R178,00-00-03,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,17496308,2460186
R248,R178,00-00-03,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,17496322,2460191
R248,R178,00-00-03,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,17496323,2460193
R248,R178,00-00-03,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,17496329,2460209
R248,R178,00-00-03,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,17496333,2460229
R248,R178,00-00-03,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,17496350,2460248
R248,R178,00-00-03,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,17496365,2460254
R248,R178,00-00-03,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,17496377,2460261
R248,R178,00-00-03,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,17496378,2460264
R248,R178,00-00-03,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,17496390,2460303
R248,R178,00-00-03,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,17496412,2460330
R248,R178,00-00-03,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,17496487,2460351
R248,R178,00-00-03,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,17496535,2460361
R248,R178,00-00-03,77 ST,6,IRT,3/31/20,1:00:00,REGULAR,17496548,2460365
R248,R178,00-00-03,77 ST,6,IRT,3/31/20,5:00:00,REGULAR,17496550,2460367
R248,R178,00-00-03,77 ST,6,IRT,3/31/20,9:00:00,REGULAR,17496563,2460407
R248,R178,00-00-03,77 ST,6,IRT,3/31/20,13:00:00,REGULAR,17496575,2460430
R248,R178,00-00-03,77 ST,6,IRT,3/31/20,17:00:00,REGULAR,17496635,2460445
R248,R178,00-00-03,77 ST,6,IRT,3/31/20,21:00:00,REGULAR,17496672,2460451
R248,R178,00-00-03,77 ST,6,IRT,4/1/20,1:00:00,REGULAR,17496689,2460459
R248,R178,00-00-03,77 ST,6,IRT,4/1/20,5:00:00,REGULAR,17496689,2460462
R248,R178,00-00-03,77 ST,6,IRT,4/1/20,9:00:00,REGULAR,17496705,2460507
R248,R178,00-00-03,77 ST,6,IRT,4/1/20,13:00:00,REGULAR,17496730,2460528
R248,R178,00-00-03,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,17496782,2460552
R248,R178,00-00-03,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,17496809,2460560
R248,R178,00-00-03,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,17496827,2460565
R248,R178,00-00-03,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,17496827,2460569
R248,R178,00-00-03,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,17496841,2460611
R248,R178,00-00-03,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,17496853,2460626
R248,R178,00-00-03,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,17496904,2460652
R248,R178,00-00-03,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,17496936,2460658
R248,R178,00-00-03,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,17496952,2460667
R248,R178,00-00-03,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,17496954,2460668
R248,R178,00-00-03,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,17496967,2460698
R248,R178,00-00-03,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,17496983,2460731
R248,R178,00-00-03,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,17497039,2460753
R248,R178,00-00-03,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,17497073,2460756
R248,R178,00-00-04,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,17941676,4652041
R248,R178,00-00-04,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,17941677,4652041
R248,R178,00-00-04,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,17941679,4652062
R248,R178,00-00-04,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,17941683,4652069
R248,R178,00-00-04,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,17941696,4652084
R248,R178,00-00-04,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,17941704,4652089
R248,R178,00-00-04,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,17941711,4652092
R248,R178,00-00-04,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,17941711,4652092
R248,R178,00-00-04,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,17941714,4652103
R248,R178,00-00-04,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,17941717,4652106
R248,R178,00-00-04,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,17941721,4652113
R248,R178,00-00-04,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,17941725,4652115
R248,R178,00-00-04,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,17941728,4652118
R248,R178,00-00-04,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,17941728,4652119
R248,R178,00-00-04,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,17941732,4652146
R248,R178,00-00-04,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,17941736,4652162
R248,R178,00-00-04,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,17941763,4652172
R248,R178,00-00-04,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,17941785,4652177
R248,R178,00-00-04,77 ST,6,IRT,3/31/20,1:00:00,REGULAR,17941788,4652179
R248,R178,00-00-04,77 ST,6,IRT,3/31/20,5:00:00,REGULAR,17941788,4652180
R248,R178,00-00-04,77 ST,6,IRT,3/31/20,9:00:00,REGULAR,17941797,4652215
R248,R178,00-00-04,77 ST,6,IRT,3/31/20,13:00:00,REGULAR,17941803,4652225
R248,R178,00-00-04,77 ST,6,IRT,3/31/20,17:00:00,REGULAR,17941831,4652234
R248,R178,00-00-04,77 ST,6,IRT,3/31/20,21:00:00,REGULAR,17941844,4652237
R248,R178,00-00-04,77 ST,6,IRT,4/1/20,1:00:00,REGULAR,17941857,4652241
R248,R178,00-00-04,77 ST,6,IRT,4/1/20,5:00:00,REGULAR,17941857,4652241
R248,R178,00-00-04,77 ST,6,IRT,4/1/20,9:00:00,REGULAR,17941864,4652268
R248,R178,00-00-04,77 ST,6,IRT,4/1/20,13:00:00,REGULAR,17941870,4652284
R248,R178,00-00-04,77 ST,6,IRT,4/1/20,17:00:00,REGULAR,17941891,4652289
R248,R178,00-00-04,77 ST,6,IRT,4/1/20,21:00:00,REGULAR,17941907,4652298
R248,R178,00-00-04,77 ST,6,IRT,4/2/20,1:00:00,REGULAR,17941910,4652298
R248,R178,00-00-04,77 ST,6,IRT,4/2/20,5:00:00,REGULAR,17941911,4652299
R248,R178,00-00-04,77 ST,6,IRT,4/2/20,9:00:00,REGULAR,17941919,4652322
R248,R178,00-00-04,77 ST,6,IRT,4/2/20,13:00:00,REGULAR,17941928,4652332
R248,R178,00-00-04,77 ST,6,IRT,4/2/20,17:00:00,REGULAR,17941945,4652340
R248,R178,00-00-04,77 ST,6,IRT,4/2/20,21:00:00,REGULAR,17941960,4652346
R248,R178,00-00-04,77 ST,6,IRT,4/3/20,1:00:00,REGULAR,17941966,4652347
R248,R178,00-00-04,77 ST,6,IRT,4/3/20,5:00:00,REGULAR,17941966,4652347
R248,R178,00-00-04,77 ST,6,IRT,4/3/20,9:00:00,REGULAR,17941975,4652361
R248,R178,00-00-04,77 ST,6,IRT,4/3/20,13:00:00,REGULAR,17941983,4652371
R248,R178,00-00-04,77 ST,6,IRT,4/3/20,17:00:00,REGULAR,17942009,4652376
R248,R178,00-00-04,77 ST,6,IRT,4/3/20,21:00:00,REGULAR,17942019,4652379
R248,R178,00-00-05,77 ST,6,IRT,3/28/20,1:00:00,REGULAR,15311123,5946009
R248,R178,00-00-05,77 ST,6,IRT,3/28/20,5:00:00,REGULAR,15311123,5946010
R248,R178,00-00-05,77 ST,6,IRT,3/28/20,9:00:00,REGULAR,15311137,5946046
R248,R178,00-00-05,77 ST,6,IRT,3/28/20,13:00:00,REGULAR,15311144,5946073
R248,R178,00-00-05,77 ST,6,IRT,3/28/20,17:00:00,REGULAR,15311170,5946104
R248,R178,00-00-05,77 ST,6,IRT,3/28/20,21:00:00,REGULAR,15311183,5946112
R248,R178,00-00-05,77 ST,6,IRT,3/29/20,1:00:00,REGULAR,15311191,5946118
R248,R178,00-00-05,77 ST,6,IRT,3/29/20,5:00:00,REGULAR,15311191,5946121
R248,R178,00-00-05,77 ST,6,IRT,3/29/20,9:00:00,REGULAR,15311199,5946148
R248,R178,00-00-05,77 ST,6,IRT,3/29/20,13:00:00,REGULAR,15311205,5946159
R248,R178,00-00-05,77 ST,6,IRT,3/29/20,17:00:00,REGULAR,15311226,5946181
R248,R178,00-00-05,77 ST,6,IRT,3/29/20,21:00:00,REGULAR,15311239,5946186
R248,R178,00-00-05,77 ST,6,IRT,3/30/20,1:00:00,REGULAR,15311244,5946191
R248,R178,00-00-05,77 ST,6,IRT,3/30/20,5:00:00,REGULAR,15311244,5946195
R248,R178,00-00-05,77 ST,6,IRT,3/30/20,9:00:00,REGULAR,15311262,5946255
R248,R178,00-00-05,77 ST,6,IRT,3/30/20,13:00:00,REGULAR,15311270,5946302
R248,R178,00-00-05,77 ST,6,IRT,3/30/20,17:00:00,REGULAR,15311312,5946329
R248,R178,00-00-05,77 ST,6,IRT,3/30/20,21:00:00,REGULAR,15311367,5946343
