C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
C024,R214,00-00-00,R,BMT,12/30/2022,03:00:00,REGULAR,9624875,2194658
C024,R214,00-00-00,R,BMT,12/30/2022,07:00:00,REGULAR,9624958,2194664
C024,R214,00-00-00,R,BMT,12/30/2022,11:00:00,REGULAR,9625205,2194688
C024,R214,00-00-00,R,BMT,12/30/2022,15:00:00,REGULAR,9625376,2194727
C024,R214,00-00-00,R,BMT,12/30/2022,19:00:00,REGULAR,9625545,2194814
C024,R214,00-00-00,R,BMT,12/30/2022,23:00:00,REGULAR,9625608,2194867
C024,R214,00-00-01,R,BMT,12/30/2022,03:00:00,REGULAR,7479244,2951129
C024,R214,00-00-01,R,BMT,12/30/2022,07:00:00,REGULAR,7479289,2951133
C024,R214,00-00-01,R,BMT,12/30/2022,11:00:00,REGULAR,7479401,2951154
C024,R214,00-00-01,R,BMT,12/30/2022,15:00:00,REGULAR,7479500,2951198
C024,R214,00-00-01,R,BMT,12/30/2022,19:00:00,REGULAR,7479587,2951295
C024,R214,00-00-01,R,BMT,12/30/2022,23:00:00,REGULAR,7479618,2951351
C024,R214,00-00-02,R,BMT,12/30/2022,03:00:00,REGULAR,6459940,4371834
C024,R214,00-00-02,R,BMT,12/30/2022,07:00:00,REGULAR,6459969,4371842
C024,R214,00-00-02,R,BMT,12/30/2022,11:00:00,REGULAR,6460060,4371882
C024,R214,00-00-02,R,BMT,12/30/2022,15:00:00,REGULAR,6460118,4371922
C024,R214,00-00-02,R,BMT,12/30/2022,19:00:00,REGULAR,6460204,4372050
C024,R214,00-00-02,R,BMT,12/30/2022,23:00:00,REGULAR,6460245,4372129
C024,R214,00-00-03,R,BMT,12/30/2022,03:00:00,REGULAR,10635577,9865839
C024,R214,00-00-03,R,BMT,12/30/2022,07:00:00,REGULAR,10635638,9865852
C024,R214,00-00-03,R,BMT,12/30/2022,11:00:00,REGULAR,10635822,9865943
C024,R214,00-00-03,R,BMT,12/30/2022,15:00:00,REGULAR,10635999,9866044
C024,R214,00-00-03,R,BMT,12/30/2022,19:00:00,REGULAR,10636121,9866290
C024,R214,00-00-03,R,BMT,12/30/2022,23:00:00,REGULAR,10636179,9866450
R247,R178,01-00-00,6,IRT,12/30/2022,00:00:00,REGULAR,1139687,1502068
R247,R178,01-00-00,6,IRT,12/30/2022,04:00:00,REGULAR,1139701,1502115
R247,R178,01-00-00,6,IRT,12/30/2022,08:00:00,REGULAR,1139712,1502375
R247,R178,01-00-00,6,IRT,12/30/2022,12:00:00,REGULAR,1139766,1503293
R247,R178,01-00-00,6,IRT,12/30/2022,16:00:00,REGULAR,1139852,1504232
R247,R178,01-00-00,6,IRT,12/30/2022,20:00:00,REGULAR,1139951,1504706
R247,R178,01-00-01,6,IRT,12/30/2022,00:00:00,REGULAR,7894679,27894789
R247,R178,01-00-01,6,IRT,12/30/2022,04:00:00,REGULAR,7894688,27894812
R247,R178,01-00-01,6,IRT,12/30/2022,08:00:00,REGULAR,7894707,27895004
R247,R178,01-00-01,6,IRT,12/30/2022,12:00:00,REGULAR,7894755,27895595
R247,R178,01-00-01,6,IRT,12/30/2022,16:00:00,REGULAR,7894861,27896136
R247,R178,01-00-01,6,IRT,12/30/2022,20:00:00,REGULAR,7895022,27896656
R247,R178,01-00-02,6,IRT,12/30/2022,00:00:00,REGULAR,1514690,3032869
R247,R178,01-00-02,6,IRT,12/30/2022,04:00:00,REGULAR,1514699,3032877
R247,R178,01-00-02,6,IRT,12/30/2022,08:00:00,REGULAR,1514713,3032989
R247,R178,01-00-02,6,IRT,12/30/2022,12:00:00,REGULAR,1514748,3033322
R247,R178,01-00-02,6,IRT,12/30/2022,16:00:00,REGULAR,1514851,3033620
R247,R178,01-00-02,6,IRT,12/30/2022,20:00:00,REGULAR,1514978,3033967
R247,R178,01-00-03,6,IRT,12/30/2022,00:00:00,REGULAR,1082087,2877813
R247,R178,01-00-03,6,IRT,12/30/2022,04:00:00,REGULAR,1082091,2877820
R247,R178,01-00-03,6,IRT,12/30/2022,08:00:00,REGULAR,1082099,2877940
R247,R178,01-00-03,6,IRT,12/30/2022,12:00:00,REGULAR,1082119,2878200
R247,R178,01-00-03,6,IRT,12/30/2022,16:00:00,REGULAR,1082202,2878404
R247,R178,01-00-03,6,IRT,12/30/2022,20:00:00,REGULAR,1082311,2878562
R247,R178,01-03-00,6,IRT,12/30/2022,00:00:00,REGULAR,860937,3837604
R247,R178,01-03-00,6,IRT,12/30/2022,04:00:00,REGULAR,860949,3837615
R247,R178,01-03-00,6,IRT,12/30/2022,08:00:00,REGULAR,860952,3837784
R247,R178,01-03-00,6,IRT,12/30/2022,12:00:00,REGULAR,860971,3838235
R247,R178,01-03-00,6,IRT,12/30/2022,16:00:00,REGULAR,861046,3838586
R247,R178,01-03-00,6,IRT,12/30/2022,20:00:00,REGULAR,861130,3838862
R247,R178,01-03-01,6,IRT,12/30/2022,00:00:00,REGULAR,54244,335290
R247,R178,01-03-01,6,IRT,12/30/2022,04:00:00,REGULAR,54248,335316
R247,R178,01-03-01,6,IRT,12/30/2022,08:00:00,REGULAR,54259,335491
R247,R178,01-03-01,6,IRT,12/30/2022,12:00:00,REGULAR,54289,336029
R247,R178,01-03-01,6,IRT,12/30/2022,16:00:00,REGULAR,54375,336468
R247,R178,01-03-01,6,IRT,12/30/2022,20:00:00,REGULAR,54451,336836
R247,R178,01-03-02,6,IRT,12/30/2022,00:00:00,REGULAR,57005,645683
R247,R178,01-03-02,6,IRT,12/30/2022,04:00:00,REGULAR,57010,645737
R247,R178,01-03-02,6,IRT,12/30/2022,08:00:00,REGULAR,57016,646075
R247,R178,01-03-02,6,IRT,12/30/2022,12:00:00,REGULAR,57054,647072
R247,R178,01-03-02,6,IRT,12/30/2022,16:00:00,REGULAR,57153,648004
R247,R178,01-03-02,6,IRT,12/30/2022,20:00:00,REGULAR,57259,648713
R248,R178,00-00-00,6,IRT,12/30/2022,00:00:00,REGULAR,4644641,2498664
R248,R178,00-00-00,6,IRT,12/30/2022,04:00:00,REGULAR,4644651,2498674
R248,R178,00-00-00,6,IRT,12/30/2022,08:00:00,REGULAR,4644680,2498820
R248,R178,00-00-00,6,IRT,12/30/2022,12:00:00,REGULAR,4644797,2499093
R248,R178,00-00-00,6,IRT,12/30/2022,16:00:00,REGULAR,4645205,2499302
R248,R178,00-00-00,6,IRT,12/30/2022,20:00:00,REGULAR,4645620,2499405
R248,R178,00-00-01,6,IRT,12/30/2022,00:00:00,REGULAR,19206636,3736987
R248,R178,00-00-01,6,IRT,12/30/2022,04:00:00,REGULAR,19206651,3736993
R248,R178,00-00-01,6,IRT,12/30/2022,08:00:00,REGULAR,19206678,3737100
R248,R178,00-00-01,6,IRT,12/30/2022,12:00:00,REGULAR,19206808,3737279
R248,R178,00-00-01,6,IRT,12/30/2022,16:00:00,REGULAR,19207182,3737384
R248,R178,00-00-01,6,IRT,12/30/2022,20:00:00,REGULAR,19207580,3737456
R248,R178,00-00-02,6,IRT,12/30/2022,00:00:00,REGULAR,672278,276505
R248,R178,00-00-02,6,IRT,12/30/2022,04:00:00,REGULAR,672284,276508
R248,R178,00-00-02,6,IRT,12/30/2022,08:00:00,REGULAR,672309,276606
R248,R178,00-00-02,6,IRT,12/30/2022,12:00:00,REGULAR,672444,276746
R248,R178,00-00-02,6,IRT,12/30/2022,16:00:00,REGULAR,672766,276836
R248,R178,00-00-02,6,IRT,12/30/2022,20:00:00,REGULAR,673133,276891
R248,R178,00-00-03,6,IRT,12/30/2022,00:00:00,REGULAR,18165627,2732400
R248,R178,00-00-03,6,IRT,12/30/2022,04:00:00,REGULAR,18165631,2732402
R248,R178,00-00-03,6,IRT,12/30/2022,08:00:00,REGULAR,18165649,2732476
R248,R178,00-00-03,6,IRT,12/30/2022,12:00:00,REGULAR,18165747,2732605
R248,R178,00-00-03,6,IRT,12/30/2022,16:00:00,REGULAR,18166043,2732662
R248,R178,00-00-03,6,IRT,12/30/2022,20:00:00,REGULAR,18166369,2732702
R248,R178,00-00-04,6,IRT,12/30/2022,00:00:00,REGULAR,18313721,4821908
R248,R178,00-00-04,6,IRT,12/30/2022,04:00:00,REGULAR,18313721,4821910
R248,R178,00-00-04,6,IRT,12/30/2022,08:00:00,REGULAR,18313728,4821955
R248,R178,00-00-04,6,IRT,12/30/2022,12:00:00,REGULAR,18313782,4822019
R248,R178,00-00-04,6,IRT,12/30/2022,16:00:00,REGULAR,18313978,4822070
R248,R178,00-00-04,6,IRT,12/30/2022,20:00:00,REGULAR,18314197,4822109
R248,R178,00-00-05,6,IRT,12/30/2022,00:00:00,REGULAR,15836443,6456027
R248,R178,00-00-05,6,IRT,12/30/2022,04:00:00,REGULAR,15836445,6456032
R248,R178,00-00-05,6,IRT,12/30/2022,08:00:00,REGULAR,15836458,6456148
R248,R178,00-00-05,6,IRT,12/30/2022,12:00:00,REGULAR,15836516,6456407
R248,R178,00-00-05,6,IRT,12/30/2022,16:00:00,REGULAR,15836726,6456606
R248,R178,00-00-05,6,IRT,12/30/2022,20:00:00,REGULAR,15836956,6456743
R248,R178,00-00-06,6,IRT,12/30/2022,00:00:00,REGULAR,23068801,6197316
R248,R178,00-00-06,6,IRT,12/30/2022,04:00:00,REGULAR,23068807,6197321
R248,R178,00-00-06,6,IRT,12/30/2022,08:00:00,REGULAR,23068833,6197449
R248,R178,00-00-06,6,IRT,12/30/2022,12:00:00,REGULAR,23068945,6197707
R248,R178,00-00-06,6,IRT,12/30/2022,16:00:00,REGULAR,23069247,6197895
R248,R178,00-00-06,6,IRT,12/30/2022,20:00:00,REGULAR,23069569,6197993
R248,R178,00-00-07,6,IRT,12/30/2022,00:00:00,REGULAR,13116829,2320186
R248,R178,00-00-07,6,IRT,12/30/2022,04:00:00,REGULAR,13116832,2320194
R248,R178,00-00-07,6,IRT,12/30/2022,08:00:00,REGULAR,13116864,2320347
R248,R178,00-00-07,6,IRT,12/30/2022,12:00:00,REGULAR,13117017,2320550
R248,R178,00-00-07,6,IRT,12/30/2022,16:00:00,REGULAR,13117408,2320630
R248,R178,00-00-07,6,IRT,12/30/2022,20:00:00,REGULAR,13117802,2320690
C024,R214,00-00-00,R,BMT,12/29/2022,03:00:00,REGULAR,9624044,2194401
C024,R214,00-00-00,R,BMT,12/29/2022,07:00:00,REGULAR,9624134,2194411
C024,R214,00-00-00,R,BMT,12/29/2022,11:00:00,REGULAR,9624440,2194450
C024,R214,00-00-00,R,BMT,12/29/2022,15:00:00,REGULAR,9624625,2194491
C024,R214,00-00-00,R,BMT,12/29/2022,19:00:00,REGULAR,9624821,2194578
C024,R214,00-00-00,R,BMT,12/29/2022,23:00:00,REGULAR,9624869,2194636
C024,R214,00-00-01,R,BMT,12/29/2022,03:00:00,REGULAR,7478832,2950912
C024,R214,00-00-01,R,BMT,12/29/2022,07:00:00,REGULAR,7478877,2950915
C024,R214,00-00-01,R,BMT,12/29/2022,11:00:00,REGULAR,7479021,2950949
C024,R214,00-00-01,R,BMT,12/29/2022,15:00:00,REGULAR,7479110,2950980
C024,R214,00-00-01,R,BMT,12/29/2022,19:00:00,REGULAR,7479191,2951064
C024,R214,00-00-01,R,BMT,12/29/2022,23:00:00,REGULAR,7479240,2951117
C024,R214,00-00-02,R,BMT,12/29/2022,03:00:00,REGULAR,6459616,4371533
C024,R214,00-00-02,R,BMT,12/29/2022,07:00:00,REGULAR,6459657,4371538
C024,R214,00-00-02,R,BMT,12/29/2022,11:00:00,REGULAR,6459743,4371567
C024,R214,00-00-02,R,BMT,12/29/2022,15:00:00,REGULAR,6459815,4371611
C024,R214,00-00-02,R,BMT,12/29/2022,19:00:00,REGULAR,6459897,4371737
C024,R214,00-00-02,R,BMT,12/29/2022,23:00:00,REGULAR,6459937,4371812
C024,R214,00-00-03,R,BMT,12/29/2022,03:00:00,REGULAR,10634994,9865165
C024,R214,00-00-03,R,BMT,12/29/2022,07:00:00,REGULAR,10635065,9865180
C024,R214,00-00-03,R,BMT,12/29/2022,11:00:00,REGULAR,10635268,9865276
C024,R214,00-00-03,R,BMT,12/29/2022,15:00:00,REGULAR,10635407,9865384
C024,R214,00-00-03,R,BMT,12/29/2022,19:00:00,REGULAR,10635519,9865653
C024,R214,00-00-03,R,BMT,12/29/2022,23:00:00,REGULAR,10635568,9865800
R247,R178,01-00-00,6,IRT,12/29/2022,00:00:00,REGULAR,1139297,1498775
R247,R178,01-00-00,6,IRT,12/29/2022,04:00:00,REGULAR,1139303,1498804
R247,R178,01-00-00,6,IRT,12/29/2022,08:00:00,REGULAR,1139317,1499125
R247,R178,01-00-00,6,IRT,12/29/2022,12:00:00,REGULAR,1139373,1500120
R247,R178,01-00-00,6,IRT,12/29/2022,16:00:00,REGULAR,1139483,1501138
R247,R178,01-00-00,6,IRT,12/29/2022,20:00:00,REGULAR,1139622,1501826
R247,R178,01-00-01,6,IRT,12/29/2022,00:00:00,REGULAR,7894245,27892831
R247,R178,01-00-01,6,IRT,12/29/2022,04:00:00,REGULAR,7894254,27892849
R247,R178,01-00-01,6,IRT,12/29/2022,08:00:00,REGULAR,7894269,27893037
R247,R178,01-00-01,6,IRT,12/29/2022,12:00:00,REGULAR,7894314,27893658
R247,R178,01-00-01,6,IRT,12/29/2022,16:00:00,REGULAR,7894421,27894258
R247,R178,01-00-01,6,IRT,12/29/2022,20:00:00,REGULAR,7894609,27894675
R247,R178,01-00-02,6,IRT,12/29/2022,00:00:00,REGULAR,1514323,3031790
R247,R178,01-00-02,6,IRT,12/29/2022,04:00:00,REGULAR,1514329,3031795
R247,R178,01-00-02,6,IRT,12/29/2022,08:00:00,REGULAR,1514345,3031931
R247,R178,01-00-02,6,IRT,12/29/2022,12:00:00,REGULAR,1514368,3032298
R247,R178,01-00-02,6,IRT,12/29/2022,16:00:00,REGULAR,1514468,3032631
R247,R178,01-00-02,6,IRT,12/29/2022,20:00:00,REGULAR,1514631,3032816
R247,R178,01-00-03,6,IRT,12/29/2022,00:00:00,REGULAR,1081843,2876939
R247,R178,01-00-03,6,IRT,12/29/2022,04:00:00,REGULAR,1081847,2876944
R247,R178,01-00-03,6,IRT,12/29/2022,08:00:00,REGULAR,1081851,2877080
R247,R178,01-00-03,6,IRT,12/29/2022,12:00:00,REGULAR,1081874,2877420
R247,R178,01-00-03,6,IRT,12/29/2022,16:00:00,REGULAR,1081943,2877629
R247,R178,01-00-03,6,IRT,12/29/2022,20:00:00,REGULAR,1082055,2877770
R247,R178,01-03-00,6,IRT,12/29/2022,00:00:00,REGULAR,860690,3836184
R247,R178,01-03-00,6,IRT,12/29/2022,04:00:00,REGULAR,860695,3836195
R247,R178,01-03-00,6,IRT,12/29/2022,08:00:00,REGULAR,860702,3836392
R247,R178,01-03-00,6,IRT,12/29/2022,12:00:00,REGULAR,860720,3836933
R247,R178,01-03-00,6,IRT,12/29/2022,16:00:00,REGULAR,860795,3837294
R247,R178,01-03-00,6,IRT,12/29/2022,20:00:00,REGULAR,860899,3837538
R247,R178,01-03-01,6,IRT,12/29/2022,00:00:00,REGULAR,53985,333494
R247,R178,01-03-01,6,IRT,12/29/2022,04:00:00,REGULAR,53990,333509
R247,R178,01-03-01,6,IRT,12/29/2022,08:00:00,REGULAR,53999,333701
R247,R178,01-03-01,6,IRT,12/29/2022,12:00:00,REGULAR,54029,334318
R247,R178,01-03-01,6,IRT,12/29/2022,16:00:00,REGULAR,54094,334851
R247,R178,01-03-01,6,IRT,12/29/2022,20:00:00,REGULAR,54209,335177
R247,R178,01-03-02,6,IRT,12/29/2022,00:00:00,REGULAR,56728,642326
R247,R178,01-03-02,6,IRT,12/29/2022,04:00:00,REGULAR,56739,642357
R247,R178,01-03-02,6,IRT,12/29/2022,08:00:00,REGULAR,56745,642715
R247,R178,01-03-02,6,IRT,12/29/2022,12:00:00,REGULAR,56767,643862
R247,R178,01-03-02,6,IRT,12/29/2022,16:00:00,REGULAR,56852,644792
R247,R178,01-03-02,6,IRT,12/29/2022,20:00:00,REGULAR,56967,645464
R248,R178,00-00-00,6,IRT,12/29/2022,00:00:00,REGULAR,4643522,2497882
R248,R178,00-00-00,6,IRT,12/29/2022,04:00:00,REGULAR,4643527,2497892
R248,R178,00-00-00,6,IRT,12/29/2022,08:00:00,REGULAR,4643560,2498063
R248,R178,00-00-00,6,IRT,12/29/2022,12:00:00,REGULAR,4643694,2498310
R248,R178,00-00-00,6,IRT,12/29/2022,16:00:00,REGULAR,4644079,2498478
R248,R178,00-00-00,6,IRT,12/29/2022,20:00:00,REGULAR,4644520,2498623
R248,R178,00-00-01,6,IRT,12/29/2022,00:00:00,REGULAR,19205502,3736482
R248,R178,00-00-01,6,IRT,12/29/2022,04:00:00,REGULAR,19205516,3736484
R248,R178,00-00-01,6,IRT,12/29/2022,08:00:00,REGULAR,19205552,3736595
R248,R178,00-00-01,6,IRT,12/29/2022,12:00:00,REGULAR,19205735,3736759
R248,R178,00-00-01,6,IRT,12/29/2022,16:00:00,REGULAR,19206087,3736880
R248,R178,00-00-01,6,IRT,12/29/2022,20:00:00,REGULAR,19206533,3736965
R248,R178,00-00-02,6,IRT,12/29/2022,00:00:00,REGULAR,671269,276074
R248,R178,00-00-02,6,IRT,12/29/2022,04:00:00,REGULAR,671278,276078
R248,R178,00-00-02,6,IRT,12/29/2022,08:00:00,REGULAR,671303,276180
R248,R178,00-00-02,6,IRT,12/29/2022,12:00:00,REGULAR,671436,276345
R248,R178,00-00-02,6,IRT,12/29/2022,16:00:00,REGULAR,671785,276424
R248,R178,00-00-02,6,IRT,12/29/2022,20:00:00,REGULAR,672192,276491
R248,R178,00-00-03,6,IRT,12/29/2022,00:00:00,REGULAR,18164755,2732073
R248,R178,00-00-03,6,IRT,12/29/2022,04:00:00,REGULAR,18164758,2732075
R248,R178,00-00-03,6,IRT,12/29/2022,08:00:00,REGULAR,18164776,2732166
R248,R178,00-00-03,6,IRT,12/29/2022,12:00:00,REGULAR,18164896,2732267
R248,R178,00-00-03,6,IRT,12/29/2022,16:00:00,REGULAR,18165217,2732332
R248,R178,00-00-03,6,IRT,12/29/2022,20:00:00,REGULAR,18165566,2732385
R248,R178,00-00-04,6,IRT,12/29/2022,00:00:00,REGULAR,18313207,4821672
R248,R178,00-00-04,6,IRT,12/29/2022,04:00:00,REGULAR,18313209,4821673
R248,R178,00-00-04,6,IRT,12/29/2022,08:00:00,REGULAR,18313216,4821734
R248,R178,00-00-04,6,IRT,12/29/2022,12:00:00,REGULAR,18313275,4821796
R248,R178,00-00-04,6,IRT,12/29/2022,16:00:00,REGULAR,18313475,4821855
R248,R178,00-00-04,6,IRT,12/29/2022,20:00:00,REGULAR,18313691,4821902
R248,R178,00-00-05,6,IRT,12/29/2022,00:00:00,REGULAR,15835763,6455318
R248,R178,00-00-05,6,IRT,12/29/2022,04:00:00,REGULAR,15835765,6455321
R248,R178,00-00-05,6,IRT,12/29/2022,08:00:00,REGULAR,15835775,6455454
R248,R178,00-00-05,6,IRT,12/29/2022,12:00:00,REGULAR,15835855,6455678
R248,R178,00-00-05,6,IRT,12/29/2022,16:00:00,REGULAR,15836083,6455885
R248,R178,00-00-05,6,IRT,12/29/2022,20:00:00,REGULAR,15836397,6456009
R248,R178,00-00-06,6,IRT,12/29/2022,00:00:00,REGULAR,23067918,6196608
R248,R178,00-00-06,6,IRT,12/29/2022,04:00:00,REGULAR,23067925,6196610
R248,R178,00-00-06,6,IRT,12/29/2022,08:00:00,REGULAR,23067947,6196752
R248,R178,00-00-06,6,IRT,12/29/2022,12:00:00,REGULAR,23068053,6197015
R248,R178,00-00-06,6,IRT,12/29/2022,16:00:00,REGULAR,23068331,6197174
R248,R178,00-00-06,6,IRT,12/29/2022,20:00:00,REGULAR,23068710,6197288
R248,R178,00-00-07,6,IRT,12/29/2022,00:00:00,REGULAR,13115638,2319681
R248,R178,00-00-07,6,IRT,12/29/2022,04:00:00,REGULAR,13115643,2319685
R248,R178,00-00-07,6,IRT,12/29/2022,08:00:00,REGULAR,13115692,2319837
R248,R178,00-00-07,6,IRT,12/29/2022,12:00:00,REGULAR,13115875,2320010
R248,R178,00-00-07,6,IRT,12/29/2022,16:00:00,REGULAR,13116240,2320101
R248,R178,00-00-07,6,IRT,12/29/2022,20:00:00,REGULAR,13116716,2320169
C024,R214,00-00-00,R,BMT,12/28/2022,03:00:00,REGULAR,9623259,2194124
C024,R214,00-00-00,R,BMT,12/28/2022,07:00:00,REGULAR,9623366,2194132
C024,R214,00-00-00,R,BMT,12/28/2022,11:00:00,REGULAR,9623654,2194175
C024,R214,00-00-00,R,BMT,12/28/2022,15:00:00,REGULAR,9623825,2194219
C024,R214,00-00-00,R,BMT,12/28/2022,19:00:00,REGULAR,9623979,2194339
C024,R214,00-00-00,R,BMT,12/28/2022,23:00:00,REGULAR,9624037,2194393
C024,R214,00-00-01,R,BMT,12/28/2022,03:00:00,REGULAR,7478390,2950709
C024,R214,00-00-01,R,BMT,12/28/2022,07:00:00,REGULAR,7478430,2950713
C024,R214,00-00-01,R,BMT,12/28/2022,11:00:00,REGULAR,7478593,2950732
C024,R214,00-00-01,R,BMT,12/28/2022,15:00:00,REGULAR,7478678,2950764
C024,R214,00-00-01,R,BMT,12/28/2022,19:00:00,REGULAR,7478776,2950860
C024,R214,00-00-01,R,BMT,12/28/2022,23:00:00,REGULAR,7478827,2950903
C024,R214,00-00-02,R,BMT,12/28/2022,03:00:00,REGULAR,6459271,4371213
C024,R214,00-00-02,R,BMT,12/28/2022,07:00:00,REGULAR,6459308,4371217
C024,R214,00-00-02,R,BMT,12/28/2022,11:00:00,REGULAR,6459422,4371247
C024,R214,00-00-02,R,BMT,12/28/2022,15:00:00,REGULAR,6459494,4371296
C024,R214,00-00-02,R,BMT,12/28/2022,19:00:00,REGULAR,6459575,4371456
C024,R214,00-00-02,R,BMT,12/28/2022,23:00:00,REGULAR,6459612,4371521
C024,R214,00-00-03,R,BMT,12/28/2022,03:00:00,REGULAR,10634394,9864494
C024,R214,00-00-03,R,BMT,12/28/2022,07:00:00,REGULAR,10634465,9864504
C024,R214,00-00-03,R,BMT,12/28/2022,11:00:00,REGULAR,10634656,9864603
C024,R214,00-00-03,R,BMT,12/28/2022,15:00:00,REGULAR,10634798,9864717
C024,R214,00-00-03,R,BMT,12/28/2022,19:00:00,REGULAR,10634933,9864974
C024,R214,00-00-03,R,BMT,12/28/2022,23:00:00,REGULAR,10634988,9865127
R247,R178,01-00-00,6,IRT,12/28/2022,00:00:00,REGULAR,1138916,1496162
R247,R178,01-00-00,6,IRT,12/28/2022,04:00:00,REGULAR,1138923,1496179
R247,R178,01-00-00,6,IRT,12/28/2022,08:00:00,REGULAR,1138931,1496458
R247,R178,01-00-00,6,IRT,12/28/2022,12:00:00,REGULAR,1138987,1497262
R247,R178,01-00-00,6,IRT,12/28/2022,16:00:00,REGULAR,1139102,1497955
R247,R178,01-00-00,6,IRT,12/28/2022,20:00:00,REGULAR,1139249,1498565
R247,R178,01-00-01,6,IRT,12/28/2022,00:00:00,REGULAR,7893844,27891337
R247,R178,01-00-01,6,IRT,12/28/2022,04:00:00,REGULAR,7893855,27891349
R247,R178,01-00-01,6,IRT,12/28/2022,08:00:00,REGULAR,7893872,27891562
R247,R178,01-00-01,6,IRT,12/28/2022,12:00:00,REGULAR,7893921,27892022
R247,R178,01-00-01,6,IRT,12/28/2022,16:00:00,REGULAR,7894040,27892402
R247,R178,01-00-01,6,IRT,12/28/2022,20:00:00,REGULAR,7894187,27892725
R247,R178,01-00-02,6,IRT,12/28/2022,00:00:00,REGULAR,1513974,3030936
R247,R178,01-00-02,6,IRT,12/28/2022,04:00:00,REGULAR,1513978,3030942
R247,R178,01-00-02,6,IRT,12/28/2022,08:00:00,REGULAR,1513993,3031074
R247,R178,01-00-02,6,IRT,12/28/2022,12:00:00,REGULAR,1514023,3031369
R247,R178,01-00-02,6,IRT,12/28/2022,16:00:00,REGULAR,1514123,3031575
R247,R178,01-00-02,6,IRT,12/28/2022,20:00:00,REGULAR,1514269,3031742
R247,R178,01-00-03,6,IRT,12/28/2022,00:00:00,REGULAR,1081602,2876275
R247,R178,01-00-03,6,IRT,12/28/2022,04:00:00,REGULAR,1081605,2876278
R247,R178,01-00-03,6,IRT,12/28/2022,08:00:00,REGULAR,1081611,2876402
R247,R178,01-00-03,6,IRT,12/28/2022,12:00:00,REGULAR,1081630,2876645
R247,R178,01-00-03,6,IRT,12/28/2022,16:00:00,REGULAR,1081707,2876774
R247,R178,01-00-03,6,IRT,12/28/2022,20:00:00,REGULAR,1081810,2876897
R247,R178,01-03-00,6,IRT,12/28/2022,00:00:00,REGULAR,860458,3834977
R247,R178,01-03-00,6,IRT,12/28/2022,04:00:00,REGULAR,860460,3834979
R247,R178,01-03-00,6,IRT,12/28/2022,08:00:00,REGULAR,860466,3835160
R247,R178,01-03-00,6,IRT,12/28/2022,12:00:00,REGULAR,860487,3835568
R247,R178,01-03-00,6,IRT,12/28/2022,16:00:00,REGULAR,860566,3835863
R247,R178,01-03-00,6,IRT,12/28/2022,20:00:00,REGULAR,860665,3836109
R247,R178,01-03-01,6,IRT,12/28/2022,00:00:00,REGULAR,53737,331984
R247,R178,01-03-01,6,IRT,12/28/2022,04:00:00,REGULAR,53738,331993
R247,R178,01-03-01,6,IRT,12/28/2022,08:00:00,REGULAR,53746,332185
R247,R178,01-03-01,6,IRT,12/28/2022,12:00:00,REGULAR,53767,332665
R247,R178,01-03-01,6,IRT,12/28/2022,16:00:00,REGULAR,53838,333041
R247,R178,01-03-01,6,IRT,12/28/2022,20:00:00,REGULAR,53937,333394
R247,R178,01-03-02,6,IRT,12/28/2022,00:00:00,REGULAR,56448,639445
R247,R178,01-03-02,6,IRT,12/28/2022,04:00:00,REGULAR,56452,639471
R247,R178,01-03-02,6,IRT,12/28/2022,08:00:00,REGULAR,56458,639829
R247,R178,01-03-02,6,IRT,12/28/2022,12:00:00,REGULAR,56493,640781
R247,R178,01-03-02,6,IRT,12/28/2022,16:00:00,REGULAR,56582,641489
R247,R178,01-03-02,6,IRT,12/28/2022,20:00:00,REGULAR,56697,642116
R248,R178,00-00-00,6,IRT,12/28/2022,00:00:00,REGULAR,4642584,2497052
R248,R178,00-00-00,6,IRT,12/28/2022,04:00:00,REGULAR,4642594,2497061
R248,R178,00-00-00,6,IRT,12/28/2022,08:00:00,REGULAR,4642630,2497242
R248,R178,00-00-00,6,IRT,12/28/2022,12:00:00,REGULAR,4642790,2497543
R248,R178,00-00-00,6,IRT,12/28/2022,16:00:00,REGULAR,4643046,2497754
R248,R178,00-00-00,6,IRT,12/28/2022,20:00:00,REGULAR,4643400,2497844
R248,R178,00-00-01,6,IRT,12/28/2022,00:00:00,REGULAR,19204475,3735969
R248,R178,00-00-01,6,IRT,12/28/2022,04:00:00,REGULAR,19204485,3735970
R248,R178,00-00-01,6,IRT,12/28/2022,08:00:00,REGULAR,19204525,3736065
R248,R178,00-00-01,6,IRT,12/28/2022,12:00:00,REGULAR,19204687,3736273
R248,R178,00-00-01,6,IRT,12/28/2022,16:00:00,REGULAR,19205021,3736391
R248,R178,00-00-01,6,IRT,12/28/2022,20:00:00,REGULAR,19205384,3736465
R248,R178,00-00-02,6,IRT,12/28/2022,00:00:00,REGULAR,670475,275651
R248,R178,00-00-02,6,IRT,12/28/2022,04:00:00,REGULAR,670482,275657
R248,R178,00-00-02,6,IRT,12/28/2022,08:00:00,REGULAR,670501,275759
R248,R178,00-00-02,6,IRT,12/28/2022,12:00:00,REGULAR,670618,275926
R248,R178,00-00-02,6,IRT,12/28/2022,16:00:00,REGULAR,670904,276017
R248,R178,00-00-02,6,IRT,12/28/2022,20:00:00,REGULAR,671197,276062
R248,R178,00-00-03,6,IRT,12/28/2022,00:00:00,REGULAR,18164061,2731728
