C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R247,R178,01-00-00,6,IRT,09/04/2022,13:00:00,REGULAR,1092267,1169620
R247,R178,01-00-00,6,IRT,09/04/2022,17:00:00,REGULAR,1092317,1170154
R247,R178,01-00-00,6,IRT,09/04/2022,21:00:00,REGULAR,1092364,1170508
R247,R178,01-00-01,6,IRT,09/04/2022,01:00:00,REGULAR,7844320,27695572
R247,R178,01-00-01,6,IRT,09/04/2022,05:00:00,REGULAR,7844328,27695588
R247,R178,01-00-01,6,IRT,09/04/2022,09:00:00,REGULAR,7844342,27695651
R247,R178,01-00-01,6,IRT,09/04/2022,13:00:00,REGULAR,7844363,27695911
R247,R178,01-00-01,6,IRT,09/04/2022,17:00:00,REGULAR,7844407,27696233
R247,R178,01-00-01,6,IRT,09/04/2022,21:00:00,REGULAR,7844469,27696444
R247,R178,01-00-02,6,IRT,09/04/2022,01:00:00,REGULAR,1471255,2909505
R247,R178,01-00-02,6,IRT,09/04/2022,05:00:00,REGULAR,1471258,2909517
R247,R178,01-00-02,6,IRT,09/04/2022,09:00:00,REGULAR,1471264,2909551
R247,R178,01-00-02,6,IRT,09/04/2022,13:00:00,REGULAR,1471285,2909691
R247,R178,01-00-02,6,IRT,09/04/2022,17:00:00,REGULAR,1471331,2909837
R247,R178,01-00-02,6,IRT,09/04/2022,21:00:00,REGULAR,1471370,2909935
R247,R178,01-00-03,6,IRT,09/04/2022,01:00:00,REGULAR,1051492,2774094
R247,R178,01-00-03,6,IRT,09/04/2022,05:00:00,REGULAR,1051492,2774101
R247,R178,01-00-03,6,IRT,09/04/2022,09:00:00,REGULAR,1051496,2774133
R247,R178,01-00-03,6,IRT,09/04/2022,13:00:00,REGULAR,1051504,2774217
R247,R178,01-00-03,6,IRT,09/04/2022,17:00:00,REGULAR,1051535,2774335
R247,R178,01-00-03,6,IRT,09/04/2022,21:00:00,REGULAR,1051558,2774391
R247,R178,01-03-00,6,IRT,09/04/2022,01:00:00,REGULAR,833835,3663766
R247,R178,01-03-00,6,IRT,09/04/2022,05:00:00,REGULAR,833838,3663780
R247,R178,01-03-00,6,IRT,09/04/2022,09:00:00,REGULAR,833843,3663829
R247,R178,01-03-00,6,IRT,09/04/2022,13:00:00,REGULAR,833849,3663985
R247,R178,01-03-00,6,IRT,09/04/2022,17:00:00,REGULAR,833888,3664157
R247,R178,01-03-00,6,IRT,09/04/2022,21:00:00,REGULAR,833906,3664256
R247,R178,01-03-01,6,IRT,09/04/2022,01:00:00,REGULAR,22576,133345
R247,R178,01-03-01,6,IRT,09/04/2022,05:00:00,REGULAR,22579,133369
R247,R178,01-03-01,6,IRT,09/04/2022,09:00:00,REGULAR,22587,133436
R247,R178,01-03-01,6,IRT,09/04/2022,13:00:00,REGULAR,22598,133630
R247,R178,01-03-01,6,IRT,09/04/2022,17:00:00,REGULAR,22629,133900
R247,R178,01-03-01,6,IRT,09/04/2022,21:00:00,REGULAR,22654,134034
R247,R178,01-03-02,6,IRT,09/04/2022,01:00:00,REGULAR,25051,265551
R247,R178,01-03-02,6,IRT,09/04/2022,05:00:00,REGULAR,25056,265605
R247,R178,01-03-02,6,IRT,09/04/2022,09:00:00,REGULAR,25066,265763
R247,R178,01-03-02,6,IRT,09/04/2022,13:00:00,REGULAR,25077,266197
R247,R178,01-03-02,6,IRT,09/04/2022,17:00:00,REGULAR,25122,266684
R247,R178,01-03-02,6,IRT,09/04/2022,21:00:00,REGULAR,25163,266966
R248,R178,00-00-00,6,IRT,09/04/2022,01:00:00,REGULAR,4519885,2402579
R248,R178,00-00-00,6,IRT,09/04/2022,05:00:00,REGULAR,4519892,2402594
R248,R178,00-00-00,6,IRT,09/04/2022,09:00:00,REGULAR,4519924,2402669
R248,R178,00-00-00,6,IRT,09/04/2022,13:00:00,REGULAR,4519999,2402778
R248,R178,00-00-00,6,IRT,09/04/2022,17:00:00,REGULAR,4520197,2402872
R248,R178,00-00-00,6,IRT,09/04/2022,21:00:00,REGULAR,4520338,2402933
R248,R178,00-00-01,6,IRT,09/04/2022,01:00:00,REGULAR,19071644,3671991
R248,R178,00-00-01,6,IRT,09/04/2022,05:00:00,REGULAR,19071651,3672001
R248,R178,00-00-01,6,IRT,09/04/2022,09:00:00,REGULAR,19071684,3672048
R248,R178,00-00-01,6,IRT,09/04/2022,13:00:00,REGULAR,19071793,3672133
R248,R178,00-00-01,6,IRT,09/04/2022,17:00:00,REGULAR,19071991,3672191
R248,R178,00-00-01,6,IRT,09/04/2022,21:00:00,REGULAR,19072125,3672234
R248,R178,00-00-02,6,IRT,09/04/2022,01:00:00,REGULAR,558961,226301
R248,R178,00-00-02,6,IRT,09/04/2022,05:00:00,REGULAR,558963,226306
R248,R178,00-00-02,6,IRT,09/04/2022,09:00:00,REGULAR,558977,226343
R248,R178,00-00-02,6,IRT,09/04/2022,13:00:00,REGULAR,559045,226407
R248,R178,00-00-02,6,IRT,09/04/2022,17:00:00,REGULAR,559229,226451
R248,R178,00-00-02,6,IRT,09/04/2022,21:00:00,REGULAR,559342,226479
R248,R178,00-00-03,6,IRT,09/04/2022,01:00:00,REGULAR,18071919,2690672
R248,R178,00-00-03,6,IRT,09/04/2022,05:00:00,REGULAR,18071920,2690678
R248,R178,00-00-03,6,IRT,09/04/2022,09:00:00,REGULAR,18071931,2690717
R248,R178,00-00-03,6,IRT,09/04/2022,13:00:00,REGULAR,18071993,2690773
R248,R178,00-00-03,6,IRT,09/04/2022,17:00:00,REGULAR,18072110,2690828
R248,R178,00-00-03,6,IRT,09/04/2022,21:00:00,REGULAR,18072206,2690847
R248,R178,00-00-04,6,IRT,09/04/2022,01:00:00,REGULAR,18257660,4793500
R248,R178,00-00-04,6,IRT,09/04/2022,05:00:00,REGULAR,18257661,4793501
R248,R178,00-00-04,6,IRT,09/04/2022,09:00:00,REGULAR,18257666,4793515
R248,R178,00-00-04,6,IRT,09/04/2022,13:00:00,REGULAR,18257694,4793530
R248,R178,00-00-04,6,IRT,09/04/2022,17:00:00,REGULAR,18257771,4793557
R248,R178,00-00-04,6,IRT,09/04/2022,21:00:00,REGULAR,18257819,4793565
R248,R178,00-00-05,6,IRT,09/04/2022,01:00:00,REGULAR,15762004,6372975
R248,R178,00-00-05,6,IRT,09/04/2022,05:00:00,REGULAR,15762006,6372977
R248,R178,00-00-05,6,IRT,09/04/2022,09:00:00,REGULAR,15762016,6373026
R248,R178,00-00-05,6,IRT,09/04/2022,13:00:00,REGULAR,15762062,6373129
R248,R178,00-00-05,6,IRT,09/04/2022,17:00:00,REGULAR,15762159,6373220
R248,R178,00-00-05,6,IRT,09/04/2022,21:00:00,REGULAR,15762223,6373261
R248,R178,00-00-06,6,IRT,09/04/2022,01:00:00,REGULAR,22964439,6112363
R248,R178,00-00-06,6,IRT,09/04/2022,05:00:00,REGULAR,22964446,6112368
R248,R178,00-00-06,6,IRT,09/04/2022,09:00:00,REGULAR,22964463,6112414
R248,R178,00-00-06,6,IRT,09/04/2022,13:00:00,REGULAR,22964538,6112513
R248,R178,00-00-06,6,IRT,09/04/2022,17:00:00,REGULAR,22964707,6112605
R248,R178,00-00-06,6,IRT,09/04/2022,21:00:00,REGULAR,22964805,6112651
R248,R178,00-00-07,6,IRT,09/04/2022,01:00:00,REGULAR,12981444,2259093
R248,R178,00-00-07,6,IRT,09/04/2022,05:00:00,REGULAR,12981449,2259102
R248,R178,00-00-07,6,IRT,09/04/2022,09:00:00,REGULAR,12981479,2259167
R248,R178,00-00-07,6,IRT,09/04/2022,13:00:00,REGULAR,12981568,2259235
R248,R178,00-00-07,6,IRT,09/04/2022,17:00:00,REGULAR,12981741,2259291
R248,R178,00-00-07,6,IRT,09/04/2022,21:00:00,REGULAR,12981890,2259323
C024,R214,00-00-00,R,BMT,09/03/2022,00:00:00,REGULAR,9530919,2164854
C024,R214,00-00-00,R,BMT,09/03/2022,04:00:00,REGULAR,9530921,2164864
C024,R214,00-00-00,R,BMT,09/03/2022,08:00:00,REGULAR,9530997,2164871
C024,R214,00-00-00,R,BMT,09/03/2022,12:00:00,REGULAR,9531172,2164890
C024,R214,00-00-00,R,BMT,09/03/2022,16:00:00,REGULAR,9531330,2164939
C024,R214,00-00-00,R,BMT,09/03/2022,20:00:00,REGULAR,9531411,2164988
C024,R214,00-00-01,R,BMT,09/03/2022,00:00:00,REGULAR,7431580,2926710
C024,R214,00-00-01,R,BMT,09/03/2022,04:00:00,REGULAR,7431581,2926713
C024,R214,00-00-01,R,BMT,09/03/2022,08:00:00,REGULAR,7431611,2926718
C024,R214,00-00-01,R,BMT,09/03/2022,12:00:00,REGULAR,7431684,2926733
C024,R214,00-00-01,R,BMT,09/03/2022,16:00:00,REGULAR,7431757,2926751
C024,R214,00-00-01,R,BMT,09/03/2022,20:00:00,REGULAR,7431807,2926779
C024,R214,00-00-02,R,BMT,09/03/2022,00:00:00,REGULAR,6425764,4339107
C024,R214,00-00-02,R,BMT,09/03/2022,04:00:00,REGULAR,6425766,4339121
C024,R214,00-00-02,R,BMT,09/03/2022,08:00:00,REGULAR,6425778,4339131
C024,R214,00-00-02,R,BMT,09/03/2022,12:00:00,REGULAR,6425829,4339152
C024,R214,00-00-02,R,BMT,09/03/2022,16:00:00,REGULAR,6425892,4339179
C024,R214,00-00-02,R,BMT,09/03/2022,20:00:00,REGULAR,6425930,4339227
C024,R214,00-00-03,R,BMT,09/03/2022,00:00:00,REGULAR,10561384,9791230
C024,R214,00-00-03,R,BMT,09/03/2022,04:00:00,REGULAR,10561387,9791275
C024,R214,00-00-03,R,BMT,09/03/2022,08:00:00,REGULAR,10561428,9791293
C024,R214,00-00-03,R,BMT,09/03/2022,12:00:00,REGULAR,10561526,9791349
C024,R214,00-00-03,R,BMT,09/03/2022,16:00:00,REGULAR,10561628,9791441
C024,R214,00-00-03,R,BMT,09/03/2022,20:00:00,REGULAR,10561717,9791550
R247,R178,01-00-00,6,IRT,09/03/2022,01:00:00,REGULAR,1092053,1167117
R247,R178,01-00-00,6,IRT,09/03/2022,05:00:00,REGULAR,1092058,1167178
R247,R178,01-00-00,6,IRT,09/03/2022,09:00:00,REGULAR,1092073,1167355
R247,R178,01-00-00,6,IRT,09/03/2022,13:00:00,REGULAR,1092102,1167837
R247,R178,01-00-00,6,IRT,09/03/2022,17:00:00,REGULAR,1092157,1168425
R247,R178,01-00-00,6,IRT,09/03/2022,21:00:00,REGULAR,1092190,1168804
R247,R178,01-00-01,6,IRT,09/03/2022,01:00:00,REGULAR,7844093,27694515
R247,R178,01-00-01,6,IRT,09/03/2022,05:00:00,REGULAR,7844095,27694542
R247,R178,01-00-01,6,IRT,09/03/2022,09:00:00,REGULAR,7844106,27694641
R247,R178,01-00-01,6,IRT,09/03/2022,13:00:00,REGULAR,7844136,27694892
R247,R178,01-00-01,6,IRT,09/03/2022,17:00:00,REGULAR,7844207,27695249
R247,R178,01-00-01,6,IRT,09/03/2022,21:00:00,REGULAR,7844270,27695457
R247,R178,01-00-02,6,IRT,09/03/2022,01:00:00,REGULAR,1471072,2908934
R247,R178,01-00-02,6,IRT,09/03/2022,05:00:00,REGULAR,1471075,2908948
R247,R178,01-00-02,6,IRT,09/03/2022,09:00:00,REGULAR,1471080,2909004
R247,R178,01-00-02,6,IRT,09/03/2022,13:00:00,REGULAR,1471100,2909137
R247,R178,01-00-02,6,IRT,09/03/2022,17:00:00,REGULAR,1471170,2909310
R247,R178,01-00-02,6,IRT,09/03/2022,21:00:00,REGULAR,1471218,2909445
R247,R178,01-00-03,6,IRT,09/03/2022,01:00:00,REGULAR,1051377,2773676
R247,R178,01-00-03,6,IRT,09/03/2022,05:00:00,REGULAR,1051380,2773685
R247,R178,01-00-03,6,IRT,09/03/2022,09:00:00,REGULAR,1051385,2773733
R247,R178,01-00-03,6,IRT,09/03/2022,13:00:00,REGULAR,1051395,2773844
R247,R178,01-00-03,6,IRT,09/03/2022,17:00:00,REGULAR,1051437,2773973
R247,R178,01-00-03,6,IRT,09/03/2022,21:00:00,REGULAR,1051477,2774060
R247,R178,01-03-00,6,IRT,09/03/2022,01:00:00,REGULAR,833723,3663093
R247,R178,01-03-00,6,IRT,09/03/2022,05:00:00,REGULAR,833727,3663104
R247,R178,01-03-00,6,IRT,09/03/2022,09:00:00,REGULAR,833733,3663192
R247,R178,01-03-00,6,IRT,09/03/2022,13:00:00,REGULAR,833744,3663398
R247,R178,01-03-00,6,IRT,09/03/2022,17:00:00,REGULAR,833789,3663606
R247,R178,01-03-00,6,IRT,09/03/2022,21:00:00,REGULAR,833814,3663727
R247,R178,01-03-01,6,IRT,09/03/2022,01:00:00,REGULAR,22378,132347
R247,R178,01-03-01,6,IRT,09/03/2022,05:00:00,REGULAR,22383,132367
R247,R178,01-03-01,6,IRT,09/03/2022,09:00:00,REGULAR,22399,132457
R247,R178,01-03-01,6,IRT,09/03/2022,13:00:00,REGULAR,22420,132741
R247,R178,01-03-01,6,IRT,09/03/2022,17:00:00,REGULAR,22486,133035
R247,R178,01-03-01,6,IRT,09/03/2022,21:00:00,REGULAR,22537,133264
R247,R178,01-03-02,6,IRT,09/03/2022,01:00:00,REGULAR,24900,263544
R247,R178,01-03-02,6,IRT,09/03/2022,05:00:00,REGULAR,24904,263596
R247,R178,01-03-02,6,IRT,09/03/2022,09:00:00,REGULAR,24913,263831
R247,R178,01-03-02,6,IRT,09/03/2022,13:00:00,REGULAR,24925,264390
R247,R178,01-03-02,6,IRT,09/03/2022,17:00:00,REGULAR,24968,264963
R247,R178,01-03-02,6,IRT,09/03/2022,21:00:00,REGULAR,25018,265362
R248,R178,00-00-00,6,IRT,09/03/2022,01:00:00,REGULAR,4519250,2402102
R248,R178,00-00-00,6,IRT,09/03/2022,05:00:00,REGULAR,4519255,2402111
R248,R178,00-00-00,6,IRT,09/03/2022,09:00:00,REGULAR,4519285,2402207
R248,R178,00-00-00,6,IRT,09/03/2022,13:00:00,REGULAR,4519388,2402345
R248,R178,00-00-00,6,IRT,09/03/2022,17:00:00,REGULAR,4519620,2402476
R248,R178,00-00-00,6,IRT,09/03/2022,21:00:00,REGULAR,4519821,2402541
R248,R178,00-00-01,6,IRT,09/03/2022,01:00:00,REGULAR,19070980,3671683
R248,R178,00-00-01,6,IRT,09/03/2022,05:00:00,REGULAR,19070983,3671690
R248,R178,00-00-01,6,IRT,09/03/2022,09:00:00,REGULAR,19071018,3671759
R248,R178,00-00-01,6,IRT,09/03/2022,13:00:00,REGULAR,19071136,3671844
R248,R178,00-00-01,6,IRT,09/03/2022,17:00:00,REGULAR,19071356,3671924
R248,R178,00-00-01,6,IRT,09/03/2022,21:00:00,REGULAR,19071564,3671970
R248,R178,00-00-02,6,IRT,09/03/2022,01:00:00,REGULAR,558458,226062
R248,R178,00-00-02,6,IRT,09/03/2022,05:00:00,REGULAR,558460,226067
R248,R178,00-00-02,6,IRT,09/03/2022,09:00:00,REGULAR,558480,226131
R248,R178,00-00-02,6,IRT,09/03/2022,13:00:00,REGULAR,558569,226204
R248,R178,00-00-02,6,IRT,09/03/2022,17:00:00,REGULAR,558745,226258
R248,R178,00-00-02,6,IRT,09/03/2022,21:00:00,REGULAR,558902,226281
R248,R178,00-00-03,6,IRT,09/03/2022,01:00:00,REGULAR,18071496,2690498
R248,R178,00-00-03,6,IRT,09/03/2022,05:00:00,REGULAR,18071498,2690499
R248,R178,00-00-03,6,IRT,09/03/2022,09:00:00,REGULAR,18071512,2690552
R248,R178,00-00-03,6,IRT,09/03/2022,13:00:00,REGULAR,18071581,2690594
R248,R178,00-00-03,6,IRT,09/03/2022,17:00:00,REGULAR,18071729,2690638
R248,R178,00-00-03,6,IRT,09/03/2022,21:00:00,REGULAR,18071872,2690659
R248,R178,00-00-04,6,IRT,09/03/2022,01:00:00,REGULAR,18257427,4793405
R248,R178,00-00-04,6,IRT,09/03/2022,05:00:00,REGULAR,18257427,4793406
R248,R178,00-00-04,6,IRT,09/03/2022,09:00:00,REGULAR,18257438,4793430
R248,R178,00-00-04,6,IRT,09/03/2022,13:00:00,REGULAR,18257480,4793453
R248,R178,00-00-04,6,IRT,09/03/2022,17:00:00,REGULAR,18257556,4793488
R248,R178,00-00-04,6,IRT,09/03/2022,21:00:00,REGULAR,18257634,4793497
R248,R178,00-00-05,6,IRT,09/03/2022,01:00:00,REGULAR,15761698,6372610
R248,R178,00-00-05,6,IRT,09/03/2022,05:00:00,REGULAR,15761699,6372616
R248,R178,00-00-05,6,IRT,09/03/2022,09:00:00,REGULAR,15761718,6372688
R248,R178,00-00-05,6,IRT,09/03/2022,13:00:00,REGULAR,15761770,6372777
R248,R178,00-00-05,6,IRT,09/03/2022,17:00:00,REGULAR,15761875,6372880
R248,R178,00-00-05,6,IRT,09/03/2022,21:00:00,REGULAR,15761963,6372946
R248,R178,00-00-06,6,IRT,09/03/2022,01:00:00,REGULAR,22963977,6111987
R248,R178,00-00-06,6,IRT,09/03/2022,05:00:00,REGULAR,22963978,6111991
R248,R178,00-00-06,6,IRT,09/03/2022,09:00:00,REGULAR,22963992,6112062
R248,R178,00-00-06,6,IRT,09/03/2022,13:00:00,REGULAR,22964067,6112182
R248,R178,00-00-06,6,IRT,09/03/2022,17:00:00,REGULAR,22964244,6112266
R248,R178,00-00-06,6,IRT,09/03/2022,21:00:00,REGULAR,22964390,6112327
R248,R178,00-00-07,6,IRT,09/03/2022,01:00:00,REGULAR,12980864,2258746
R248,R178,00-00-07,6,IRT,09/03/2022,05:00:00,REGULAR,12980868,2258755
R248,R178,00-00-07,6,IRT,09/03/2022,09:00:00,REGULAR,12980906,2258857
R248,R178,00-00-07,6,IRT,09/03/2022,13:00:00,REGULAR,12981003,2258935
R248,R178,00-00-07,6,IRT,09/03/2022,17:00:00,REGULAR,12981209,2259033
R248,R178,00-00-07,6,IRT,09/03/2022,21:00:00,REGULAR,12981378,2259066
C024,R214,00-00-00,R,BMT,09/02/2022,00:00:00,REGULAR,9530109,2164647
C024,R214,00-00-00,R,BMT,09/02/2022,04:00:00,REGULAR,9530112,2164655
C024,R214,00-00-00,R,BMT,09/02/2022,08:00:00,REGULAR,9530335,2164665
C024,R214,00-00-00,R,BMT,09/02/2022,12:00:00,REGULAR,9530591,2164697
C024,R214,00-00-00,R,BMT,09/02/2022,16:00:00,REGULAR,9530736,2164758
C024,R214,00-00-00,R,BMT,09/02/2022,20:00:00,REGULAR,9530869,2164834
C024,R214,00-00-01,R,BMT,09/02/2022,00:00:00,REGULAR,7431197,2926560
C024,R214,00-00-01,R,BMT,09/02/2022,04:00:00,REGULAR,7431198,2926563
C024,R214,00-00-01,R,BMT,09/02/2022,08:00:00,REGULAR,7431284,2926568
C024,R214,00-00-01,R,BMT,09/02/2022,12:00:00,REGULAR,7431421,2926581
C024,R214,00-00-01,R,BMT,09/02/2022,16:00:00,REGULAR,7431495,2926625
C024,R214,00-00-01,R,BMT,09/02/2022,20:00:00,REGULAR,7431560,2926686
C024,R214,00-00-02,R,BMT,09/02/2022,00:00:00,REGULAR,6425507,4338867
C024,R214,00-00-02,R,BMT,09/02/2022,04:00:00,REGULAR,6425508,4338878
C024,R214,00-00-02,R,BMT,09/02/2022,08:00:00,REGULAR,6425563,4338888
C024,R214,00-00-02,R,BMT,09/02/2022,12:00:00,REGULAR,6425634,4338920
C024,R214,00-00-02,R,BMT,09/02/2022,16:00:00,REGULAR,6425705,4338984
C024,R214,00-00-02,R,BMT,09/02/2022,20:00:00,REGULAR,6425751,4339078
C024,R214,00-00-03,R,BMT,09/02/2022,00:00:00,REGULAR,10560757,9790587
C024,R214,00-00-03,R,BMT,09/02/2022,04:00:00,REGULAR,10560761,9790630
C024,R214,00-00-03,R,BMT,09/02/2022,08:00:00,REGULAR,10560932,9790662
C024,R214,00-00-03,R,BMT,09/02/2022,12:00:00,REGULAR,10561117,9790760
C024,R214,00-00-03,R,BMT,09/02/2022,16:00:00,REGULAR,10561230,9790917
C024,R214,00-00-03,R,BMT,09/02/2022,20:00:00,REGULAR,10561349,9791124
R247,R178,01-00-00,6,IRT,09/02/2022,01:00:00,REGULAR,1091678,1164284
R247,R178,01-00-00,6,IRT,09/02/2022,05:00:00,REGULAR,1091682,1164308
R247,R178,01-00-00,6,IRT,09/02/2022,09:00:00,REGULAR,1091714,1164965
R247,R178,01-00-00,6,IRT,09/02/2022,13:00:00,REGULAR,1091765,1165621
R247,R178,01-00-00,6,IRT,09/02/2022,17:00:00,REGULAR,1091919,1166373
R247,R178,01-00-00,6,IRT,09/02/2022,21:00:00,REGULAR,1092024,1166875
R247,R178,01-00-01,6,IRT,09/02/2022,01:00:00,REGULAR,7843662,27692839
R247,R178,01-00-01,6,IRT,09/02/2022,05:00:00,REGULAR,7843670,27692855
R247,R178,01-00-01,6,IRT,09/02/2022,09:00:00,REGULAR,7843700,27693282
R247,R178,01-00-01,6,IRT,09/02/2022,13:00:00,REGULAR,7843755,27693664
R247,R178,01-00-01,6,IRT,09/02/2022,17:00:00,REGULAR,7843935,27694095
R247,R178,01-00-01,6,IRT,09/02/2022,21:00:00,REGULAR,7844044,27694401
R247,R178,01-00-02,6,IRT,09/02/2022,01:00:00,REGULAR,1470703,2908055
R247,R178,01-00-02,6,IRT,09/02/2022,05:00:00,REGULAR,1470709,2908057
R247,R178,01-00-02,6,IRT,09/02/2022,09:00:00,REGULAR,1470731,2908331
R247,R178,01-00-02,6,IRT,09/02/2022,13:00:00,REGULAR,1470778,2908539
R247,R178,01-00-02,6,IRT,09/02/2022,17:00:00,REGULAR,1470921,2908749
R247,R178,01-00-02,6,IRT,09/02/2022,21:00:00,REGULAR,1471021,2908879
R247,R178,01-00-03,6,IRT,09/02/2022,01:00:00,REGULAR,1051130,2772884
R247,R178,01-00-03,6,IRT,09/02/2022,05:00:00,REGULAR,1051132,2772894
R247,R178,01-00-03,6,IRT,09/02/2022,09:00:00,REGULAR,1051140,2773161
R247,R178,01-00-03,6,IRT,09/02/2022,13:00:00,REGULAR,1051178,2773344
R247,R178,01-00-03,6,IRT,09/02/2022,17:00:00,REGULAR,1051286,2773528
R247,R178,01-00-03,6,IRT,09/02/2022,21:00:00,REGULAR,1051355,2773630
R247,R178,01-03-00,6,IRT,09/02/2022,01:00:00,REGULAR,833494,3661766
R247,R178,01-03-00,6,IRT,09/02/2022,05:00:00,REGULAR,833494,3661773
R247,R178,01-03-00,6,IRT,09/02/2022,09:00:00,REGULAR,833506,3662193
R247,R178,01-03-00,6,IRT,09/02/2022,13:00:00,REGULAR,833526,3662556
R247,R178,01-03-00,6,IRT,09/02/2022,17:00:00,REGULAR,833628,3662876
R247,R178,01-03-00,6,IRT,09/02/2022,21:00:00,REGULAR,833686,3663037
R247,R178,01-03-01,6,IRT,09/02/2022,01:00:00,REGULAR,22128,130743
R247,R178,01-03-01,6,IRT,09/02/2022,05:00:00,REGULAR,22131,130761
R247,R178,01-03-01,6,IRT,09/02/2022,09:00:00,REGULAR,22148,131192
R247,R178,01-03-01,6,IRT,09/02/2022,13:00:00,REGULAR,22185,131584
R247,R178,01-03-01,6,IRT,09/02/2022,17:00:00,REGULAR,22284,132012
R247,R178,01-03-01,6,IRT,09/02/2022,21:00:00,REGULAR,22347,132262
R247,R178,01-03-02,6,IRT,09/02/2022,01:00:00,REGULAR,24607,260232
R247,R178,01-03-02,6,IRT,09/02/2022,05:00:00,REGULAR,24611,260264
R247,R178,01-03-02,6,IRT,09/02/2022,09:00:00,REGULAR,24631,261036
R247,R178,01-03-02,6,IRT,09/02/2022,13:00:00,REGULAR,24661,261973
R247,R178,01-03-02,6,IRT,09/02/2022,17:00:00,REGULAR,24775,262751
R247,R178,01-03-02,6,IRT,09/02/2022,21:00:00,REGULAR,24864,263337
R248,R178,00-00-00,6,IRT,09/02/2022,01:00:00,REGULAR,4518149,2401274
R248,R178,00-00-00,6,IRT,09/02/2022,05:00:00,REGULAR,4518155,2401286
R248,R178,00-00-00,6,IRT,09/02/2022,09:00:00,REGULAR,4518249,2401603
R248,R178,00-00-00,6,IRT,09/02/2022,13:00:00,REGULAR,4518404,2401801
R248,R178,00-00-00,6,IRT,09/02/2022,17:00:00,REGULAR,4518845,2401964
R248,R178,00-00-00,6,IRT,09/02/2022,21:00:00,REGULAR,4519174,2402071
R248,R178,00-00-01,6,IRT,09/02/2022,01:00:00,REGULAR,19069846,3671064
R248,R178,00-00-01,6,IRT,09/02/2022,05:00:00,REGULAR,19069849,3671070
R248,R178,00-00-01,6,IRT,09/02/2022,09:00:00,REGULAR,19069932,3671299
R248,R178,00-00-01,6,IRT,09/02/2022,13:00:00,REGULAR,19070126,3671444
R248,R178,00-00-01,6,IRT,09/02/2022,17:00:00,REGULAR,19070576,3671575
R248,R178,00-00-01,6,IRT,09/02/2022,21:00:00,REGULAR,19070874,3671641
R248,R178,00-00-02,6,IRT,09/02/2022,01:00:00,REGULAR,557536,225631
R248,R178,00-00-02,6,IRT,09/02/2022,05:00:00,REGULAR,557537,225634
R248,R178,00-00-02,6,IRT,09/02/2022,09:00:00,REGULAR,557596,225822
R248,R178,00-00-02,6,IRT,09/02/2022,13:00:00,REGULAR,557748,225938
R248,R178,00-00-02,6,IRT,09/02/2022,17:00:00,REGULAR,558120,226007
R248,R178,00-00-02,6,IRT,09/02/2022,21:00:00,REGULAR,558378,226048
R248,R178,00-00-03,6,IRT,09/02/2022,01:00:00,REGULAR,18070677,2690167
R248,R178,00-00-03,6,IRT,09/02/2022,05:00:00,REGULAR,18070681,2690172
R248,R178,00-00-03,6,IRT,09/02/2022,09:00:00,REGULAR,18070720,2690295
R248,R178,00-00-03,6,IRT,09/02/2022,13:00:00,REGULAR,18070850,2690394
R248,R178,00-00-03,6,IRT,09/02/2022,17:00:00,REGULAR,18071221,2690472
R248,R178,00-00-03,6,IRT,09/02/2022,21:00:00,REGULAR,18071431,2690487
R248,R178,00-00-04,6,IRT,09/02/2022,01:00:00,REGULAR,18256986,4793183
R248,R178,00-00-04,6,IRT,09/02/2022,05:00:00,REGULAR,18256986,4793183
R248,R178,00-00-04,6,IRT,09/02/2022,09:00:00,REGULAR,18257007,4793302
R248,R178,00-00-04,6,IRT,09/02/2022,13:00:00,REGULAR,18257062,4793339
R248,R178,00-00-04,6,IRT,09/02/2022,17:00:00,REGULAR,18257267,4793374
R248,R178,00-00-04,6,IRT,09/02/2022,21:00:00,REGULAR,18257400,4793402
R248,R178,00-00-05,6,IRT,09/02/2022,01:00:00,REGULAR,15761044,6371905
R248,R178,00-00-05,6,IRT,09/02/2022,05:00:00,REGULAR,15761045,6371910
R248,R178,00-00-05,6,IRT,09/02/2022,09:00:00,REGULAR,15761085,6372149
R248,R178,00-00-05,6,IRT,09/02/2022,13:00:00,REGULAR,15761173,6372304
R248,R178,00-00-05,6,IRT,09/02/2022,17:00:00,REGULAR,15761489,6372491
R248,R178,00-00-05,6,IRT,09/02/2022,21:00:00,REGULAR,15761645,6372582
R248,R178,00-00-06,6,IRT,09/02/2022,01:00:00,REGULAR,22963043,6111338
R248,R178,00-00-06,6,IRT,09/02/2022,05:00:00,REGULAR,22963045,6111342
R248,R178,00-00-06,6,IRT,09/02/2022,09:00:00,REGULAR,22963095,6111585
R248,R178,00-00-06,6,IRT,09/02/2022,13:00:00,REGULAR,22963255,6111752
R248,R178,00-00-06,6,IRT,09/02/2022,17:00:00,REGULAR,22963632,6111888
R248,R178,00-00-06,6,IRT,09/02/2022,21:00:00,REGULAR,22963905,6111955
R248,R178,00-00-07,6,IRT,09/02/2022,01:00:00,REGULAR,12979721,2258185
R248,R178,00-00-07,6,IRT,09/02/2022,05:00:00,REGULAR,12979728,2258197
R248,R178,00-00-07,6,IRT,09/02/2022,09:00:00,REGULAR,12979830,2258429
R248,R178,00-00-07,6,IRT,09/02/2022,13:00:00,REGULAR,12980009,2258564
