C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R248,R178,00-00-00,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,4179018,2167754
R248,R178,00-00-00,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,4179257,2168004
R248,R178,00-00-00,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,4179770,2168267
R248,R178,00-00-00,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,4180246,2168378
R248,R178,00-00-01,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,18704809,3507154
R248,R178,00-00-01,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,18704819,3507157
R248,R178,00-00-01,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,18705019,3507440
R248,R178,00-00-01,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,18705325,3507596
R248,R178,00-00-01,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,18705946,3507733
R248,R178,00-00-01,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,18706407,3507807
R248,R178,00-00-02,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,262808,99224
R248,R178,00-00-02,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,262810,99228
R248,R178,00-00-02,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,262990,99443
R248,R178,00-00-02,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,263220,99544
R248,R178,00-00-02,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,263750,99623
R248,R178,00-00-02,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,264164,99663
R248,R178,00-00-03,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,17815103,2590090
R248,R178,00-00-03,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,17815106,2590090
R248,R178,00-00-03,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,17815235,2590319
R248,R178,00-00-03,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,17815423,2590399
R248,R178,00-00-03,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,17815899,2590479
R248,R178,00-00-03,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,17816227,2590515
R248,R178,00-00-04,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,18113863,4728058
R248,R178,00-00-04,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,18113863,4728058
R248,R178,00-00-04,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,18113945,4728212
R248,R178,00-00-04,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,18114043,4728265
R248,R178,00-00-04,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,18114362,4728335
R248,R178,00-00-04,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,18114597,4728371
R248,R178,00-00-05,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,15560120,6177666
R248,R178,00-00-05,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,15560120,6177671
R248,R178,00-00-05,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,15560208,6178005
R248,R178,00-00-05,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,15560320,6178204
R248,R178,00-00-05,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,15560712,6178380
R248,R178,00-00-05,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,15561036,6178492
R248,R178,00-00-06,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,22681510,5902116
R248,R178,00-00-06,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,22681513,5902125
R248,R178,00-00-06,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,22681651,5902507
R248,R178,00-00-06,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,22681852,5902706
R248,R178,00-00-06,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,22682388,5902899
R248,R178,00-00-06,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,22682806,5902985
R248,R178,00-00-07,77 ST,6,IRT,10/28/2021,01:00:00,REGULAR,12622439,2103495
R248,R178,00-00-07,77 ST,6,IRT,10/28/2021,05:00:00,REGULAR,12622440,2103498
R248,R178,00-00-07,77 ST,6,IRT,10/28/2021,09:00:00,REGULAR,12622680,2103792
R248,R178,00-00-07,77 ST,6,IRT,10/28/2021,13:00:00,REGULAR,12622960,2103938
R248,R178,00-00-07,77 ST,6,IRT,10/28/2021,17:00:00,REGULAR,12623591,2104037
R248,R178,00-00-07,77 ST,6,IRT,10/28/2021,21:00:00,REGULAR,12624093,2104091
C024,R214,00-00-00,77 ST,R,BMT,10/27/2021,00:00:00,REGULAR,9293117,2099257
C024,R214,00-00-00,77 ST,R,BMT,10/27/2021,04:00:00,REGULAR,9293119,2099258
C024,R214,00-00-00,77 ST,R,BMT,10/27/2021,08:00:00,REGULAR,9293503,2099267
C024,R214,00-00-00,77 ST,R,BMT,10/27/2021,12:00:00,REGULAR,9293832,2099301
C024,R214,00-00-00,77 ST,R,BMT,10/27/2021,16:00:00,REGULAR,9294004,2099379
C024,R214,00-00-00,77 ST,R,BMT,10/27/2021,20:00:00,REGULAR,9294155,2099505
C024,R214,00-00-01,77 ST,R,BMT,10/27/2021,00:00:00,REGULAR,7312370,2872170
C024,R214,00-00-01,77 ST,R,BMT,10/27/2021,04:00:00,REGULAR,7312373,2872175
C024,R214,00-00-01,77 ST,R,BMT,10/27/2021,08:00:00,REGULAR,7312553,2872183
C024,R214,00-00-01,77 ST,R,BMT,10/27/2021,12:00:00,REGULAR,7312707,2872222
C024,R214,00-00-01,77 ST,R,BMT,10/27/2021,16:00:00,REGULAR,7312787,2872280
C024,R214,00-00-01,77 ST,R,BMT,10/27/2021,20:00:00,REGULAR,7312878,2872400
C024,R214,00-00-02,77 ST,R,BMT,10/27/2021,00:00:00,REGULAR,6340357,4266583
C024,R214,00-00-02,77 ST,R,BMT,10/27/2021,04:00:00,REGULAR,6340360,4266592
C024,R214,00-00-02,77 ST,R,BMT,10/27/2021,08:00:00,REGULAR,6340492,4266606
C024,R214,00-00-02,77 ST,R,BMT,10/27/2021,12:00:00,REGULAR,6340609,4266665
C024,R214,00-00-02,77 ST,R,BMT,10/27/2021,16:00:00,REGULAR,6340681,4266729
C024,R214,00-00-02,77 ST,R,BMT,10/27/2021,20:00:00,REGULAR,6340744,4266842
C024,R214,00-00-03,77 ST,R,BMT,10/27/2021,00:00:00,REGULAR,10372767,9623640
C024,R214,00-00-03,77 ST,R,BMT,10/27/2021,04:00:00,REGULAR,10372774,9623651
C024,R214,00-00-03,77 ST,R,BMT,10/27/2021,08:00:00,REGULAR,10373043,9623673
C024,R214,00-00-03,77 ST,R,BMT,10/27/2021,12:00:00,REGULAR,10373293,9623779
C024,R214,00-00-03,77 ST,R,BMT,10/27/2021,16:00:00,REGULAR,10373492,9623910
C024,R214,00-00-03,77 ST,R,BMT,10/27/2021,20:00:00,REGULAR,10373635,9624186
R247,R178,01-00-00,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,946285,384028
R247,R178,01-00-00,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,946296,384040
R247,R178,01-00-00,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,946364,384838
R247,R178,01-00-00,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,946456,385532
R247,R178,01-00-00,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,946746,386153
R247,R178,01-00-00,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,946944,386827
R247,R178,01-00-01,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,7702035,27240600
R247,R178,01-00-01,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,7702040,27240608
R247,R178,01-00-01,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,7702107,27241155
R247,R178,01-00-01,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,7702183,27241538
R247,R178,01-00-01,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,7702391,27241892
R247,R178,01-00-01,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,7702586,27242213
R247,R178,01-00-02,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,1355448,2642873
R247,R178,01-00-02,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,1355455,2642875
R247,R178,01-00-02,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,1355503,2643302
R247,R178,01-00-02,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,1355557,2643573
R247,R178,01-00-02,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,1355762,2643742
R247,R178,01-00-02,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,1355932,2643912
R247,R178,01-00-03,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,975413,2545977
R247,R178,01-00-03,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,975414,2545978
R247,R178,01-00-03,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,975447,2546403
R247,R178,01-00-03,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,975480,2546647
R247,R178,01-00-03,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,975626,2546783
R247,R178,01-00-03,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,975725,2546930
R247,R178,01-03-00,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,759638,3274139
R247,R178,01-03-00,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,759640,3274142
R247,R178,01-03-00,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,759677,3274677
R247,R178,01-03-00,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,759711,3275084
R247,R178,01-03-00,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,759847,3275404
R247,R178,01-03-00,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,759947,3275698
R247,R178,01-03-01,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,1148354,4545866
R247,R178,01-03-01,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,1148355,4545871
R247,R178,01-03-01,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,1148401,4546430
R247,R178,01-03-01,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,1148450,4546852
R247,R178,01-03-01,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,1148596,4547227
R247,R178,01-03-01,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,1148687,4547601
R247,R178,01-03-02,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,2067298,17404898
R247,R178,01-03-02,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,2067303,17404908
R247,R178,01-03-02,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,2067338,17405760
R247,R178,01-03-02,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,2067380,17406616
R247,R178,01-03-02,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,2067564,17407371
R247,R178,01-03-02,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,2067698,17408075
R248,R178,00-00-00,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,4177227,2166281
R248,R178,00-00-00,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,4177232,2166285
R248,R178,00-00-00,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,4177420,2166705
R248,R178,00-00-00,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,4177697,2166932
R248,R178,00-00-00,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,4178252,2167154
R248,R178,00-00-00,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,4178712,2167279
R248,R178,00-00-01,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,18703133,3506492
R248,R178,00-00-01,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,18703140,3506497
R248,R178,00-00-01,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,18703368,3506774
R248,R178,00-00-01,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,18703675,3506931
R248,R178,00-00-01,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,18704246,3507067
R248,R178,00-00-01,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,18704699,3507137
R248,R178,00-00-02,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,261389,98741
R248,R178,00-00-02,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,261392,98746
R248,R178,00-00-02,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,261555,98958
R248,R178,00-00-02,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,261825,99071
R248,R178,00-00-02,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,262322,99161
R248,R178,00-00-02,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,262735,99210
R248,R178,00-00-03,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,17813940,2589636
R248,R178,00-00-03,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,17813944,2589637
R248,R178,00-00-03,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,17814094,2589861
R248,R178,00-00-03,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,17814271,2589969
R248,R178,00-00-03,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,17814697,2590036
R248,R178,00-00-03,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,17815044,2590083
R248,R178,00-00-04,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,18113234,4727765
R248,R178,00-00-04,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,18113235,4727767
R248,R178,00-00-04,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,18113315,4727915
R248,R178,00-00-04,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,18113393,4727962
R248,R178,00-00-04,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,18113651,4728029
R248,R178,00-00-04,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,18113844,4728055
R248,R178,00-00-05,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,15559203,6176790
R248,R178,00-00-05,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,15559203,6176791
R248,R178,00-00-05,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,15559312,6177106
R248,R178,00-00-05,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,15559411,6177323
R248,R178,00-00-05,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,15559769,6177538
R248,R178,00-00-05,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,15560078,6177652
R248,R178,00-00-06,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,22680184,5901235
R248,R178,00-00-06,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,22680186,5901242
R248,R178,00-00-06,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,22680318,5901594
R248,R178,00-00-06,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,22680513,5901805
R248,R178,00-00-06,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,22681041,5901984
R248,R178,00-00-06,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,22681432,5902090
R248,R178,00-00-07,77 ST,6,IRT,10/27/2021,01:00:00,REGULAR,12620724,2102881
R248,R178,00-00-07,77 ST,6,IRT,10/27/2021,05:00:00,REGULAR,12620728,2102889
R248,R178,00-00-07,77 ST,6,IRT,10/27/2021,09:00:00,REGULAR,12620962,2103174
R248,R178,00-00-07,77 ST,6,IRT,10/27/2021,13:00:00,REGULAR,12621267,2103324
R248,R178,00-00-07,77 ST,6,IRT,10/27/2021,17:00:00,REGULAR,12621861,2103427
R248,R178,00-00-07,77 ST,6,IRT,10/27/2021,21:00:00,REGULAR,12622356,2103479
C024,R214,00-00-00,77 ST,R,BMT,10/26/2021,00:00:00,REGULAR,9292243,2099002
C024,R214,00-00-00,77 ST,R,BMT,10/26/2021,04:00:00,REGULAR,9292247,2099006
C024,R214,00-00-00,77 ST,R,BMT,10/26/2021,08:00:00,REGULAR,9292555,2099022
C024,R214,00-00-00,77 ST,R,BMT,10/26/2021,12:00:00,REGULAR,9292792,2099058
C024,R214,00-00-00,77 ST,R,BMT,10/26/2021,16:00:00,REGULAR,9292934,2099128
C024,R214,00-00-00,77 ST,R,BMT,10/26/2021,20:00:00,REGULAR,9293075,2099225
C024,R214,00-00-01,77 ST,R,BMT,10/26/2021,00:00:00,REGULAR,7311900,2871973
C024,R214,00-00-01,77 ST,R,BMT,10/26/2021,04:00:00,REGULAR,7311904,2871980
C024,R214,00-00-01,77 ST,R,BMT,10/26/2021,08:00:00,REGULAR,7312061,2871990
C024,R214,00-00-01,77 ST,R,BMT,10/26/2021,12:00:00,REGULAR,7312220,2872022
C024,R214,00-00-01,77 ST,R,BMT,10/26/2021,16:00:00,REGULAR,7312289,2872058
C024,R214,00-00-01,77 ST,R,BMT,10/26/2021,20:00:00,REGULAR,7312360,2872148
C024,R214,00-00-02,77 ST,R,BMT,10/26/2021,00:00:00,REGULAR,6339969,4266327
C024,R214,00-00-02,77 ST,R,BMT,10/26/2021,04:00:00,REGULAR,6339972,4266334
C024,R214,00-00-02,77 ST,R,BMT,10/26/2021,08:00:00,REGULAR,6340116,4266350
C024,R214,00-00-02,77 ST,R,BMT,10/26/2021,12:00:00,REGULAR,6340234,4266386
C024,R214,00-00-02,77 ST,R,BMT,10/26/2021,16:00:00,REGULAR,6340295,4266434
C024,R214,00-00-02,77 ST,R,BMT,10/26/2021,20:00:00,REGULAR,6340347,4266537
C024,R214,00-00-03,77 ST,R,BMT,10/26/2021,00:00:00,REGULAR,10372020,9623050
C024,R214,00-00-03,77 ST,R,BMT,10/26/2021,04:00:00,REGULAR,10372030,9623064
C024,R214,00-00-03,77 ST,R,BMT,10/26/2021,08:00:00,REGULAR,10372259,9623082
C024,R214,00-00-03,77 ST,R,BMT,10/26/2021,12:00:00,REGULAR,10372474,9623192
C024,R214,00-00-03,77 ST,R,BMT,10/26/2021,16:00:00,REGULAR,10372619,9623299
C024,R214,00-00-03,77 ST,R,BMT,10/26/2021,20:00:00,REGULAR,10372730,9623541
R247,R178,01-00-00,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,945718,381298
R247,R178,01-00-00,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,945730,381306
R247,R178,01-00-00,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,945784,382099
R247,R178,01-00-00,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,945840,382876
R247,R178,01-00-00,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,946033,383417
R247,R178,01-00-00,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,946215,383895
R247,R178,01-00-01,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,7701482,27239034
R247,R178,01-00-01,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,7701486,27239037
R247,R178,01-00-01,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,7701545,27239576
R247,R178,01-00-01,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,7701614,27240002
R247,R178,01-00-01,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,7701821,27240282
R247,R178,01-00-01,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,7701978,27240537
R247,R178,01-00-02,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,1355005,2641878
R247,R178,01-00-02,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,1355007,2641880
R247,R178,01-00-02,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,1355050,2642305
R247,R178,01-00-02,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,1355110,2642572
R247,R178,01-00-02,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,1355277,2642707
R247,R178,01-00-02,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,1355411,2642842
R247,R178,01-00-03,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,975062,2545090
R247,R178,01-00-03,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,975062,2545092
R247,R178,01-00-03,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,975107,2545477
R247,R178,01-00-03,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,975141,2545700
R247,R178,01-00-03,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,975270,2545821
R247,R178,01-00-03,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,975384,2545934
R247,R178,01-03-00,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,759372,3272679
R247,R178,01-03-00,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,759373,3272683
R247,R178,01-03-00,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,759402,3273190
R247,R178,01-03-00,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,759440,3273600
R247,R178,01-03-00,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,759535,3273868
R247,R178,01-03-00,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,759612,3274097
R247,R178,01-03-01,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,1148047,4544222
R247,R178,01-03-01,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,1148047,4544224
R247,R178,01-03-01,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,1148090,4544713
R247,R178,01-03-01,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,1148115,4545177
R247,R178,01-03-01,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,1148226,4545505
R247,R178,01-03-01,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,1148313,4545813
R247,R178,01-03-02,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,2066936,17401952
R247,R178,01-03-02,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,2066940,17401963
R247,R178,01-03-02,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,2066977,17402717
R247,R178,01-03-02,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,2067018,17403631
R247,R178,01-03-02,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,2067137,17404244
R247,R178,01-03-02,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,2067268,17404770
R248,R178,00-00-00,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,4176042,2165320
R248,R178,00-00-00,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,4176046,2165325
R248,R178,00-00-00,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,4176219,2165719
R248,R178,00-00-00,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,4176419,2165924
R248,R178,00-00-00,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,4176774,2166171
R248,R178,00-00-00,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,4177152,2166257
R248,R178,00-00-01,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,18701726,3505775
R248,R178,00-00-01,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,18701731,3505781
R248,R178,00-00-01,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,18701917,3506075
R248,R178,00-00-01,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,18702150,3506214
R248,R178,00-00-01,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,18702614,3506402
R248,R178,00-00-01,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,18703026,3506470
R248,R178,00-00-02,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,260130,98261
R248,R178,00-00-02,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,260132,98266
R248,R178,00-00-02,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,260312,98462
R248,R178,00-00-02,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,260497,98552
R248,R178,00-00-02,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,260918,98683
R248,R178,00-00-02,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,261315,98732
R248,R178,00-00-03,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,17812906,2589176
R248,R178,00-00-03,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,17812906,2589178
R248,R178,00-00-03,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,17813029,2589387
R248,R178,00-00-03,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,17813183,2589474
R248,R178,00-00-03,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,17813584,2589591
R248,R178,00-00-03,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,17813894,2589624
R248,R178,00-00-04,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,18112599,4727513
R248,R178,00-00-04,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,18112599,4727515
R248,R178,00-00-04,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,18112695,4727636
R248,R178,00-00-04,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,18112784,4727675
R248,R178,00-00-04,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,18112999,4727736
R248,R178,00-00-04,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,18113216,4727763
R248,R178,00-00-05,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,15558373,6175989
R248,R178,00-00-05,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,15558374,6175990
R248,R178,00-00-05,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,15558461,6176324
R248,R178,00-00-05,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,15558570,6176503
R248,R178,00-00-05,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,15558847,6176688
R248,R178,00-00-05,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,15559156,6176777
R248,R178,00-00-06,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,22679079,5900426
R248,R178,00-00-06,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,22679080,5900433
R248,R178,00-00-06,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,22679200,5900779
R248,R178,00-00-06,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,22679346,5900941
R248,R178,00-00-06,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,22679770,5901134
R248,R178,00-00-06,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,22680119,5901221
R248,R178,00-00-07,77 ST,6,IRT,10/26/2021,01:00:00,REGULAR,12619201,2102309
R248,R178,00-00-07,77 ST,6,IRT,10/26/2021,05:00:00,REGULAR,12619205,2102315
R248,R178,00-00-07,77 ST,6,IRT,10/26/2021,09:00:00,REGULAR,12619420,2102547
R248,R178,00-00-07,77 ST,6,IRT,10/26/2021,13:00:00,REGULAR,12619663,2102683
R248,R178,00-00-07,77 ST,6,IRT,10/26/2021,17:00:00,REGULAR,12620192,2102825
R248,R178,00-00-07,77 ST,6,IRT,10/26/2021,21:00:00,REGULAR,12620643,2102861
C024,R214,00-00-00,77 ST,R,BMT,10/25/2021,00:00:00,REGULAR,9291199,2098720
C024,R214,00-00-00,77 ST,R,BMT,10/25/2021,04:00:00,REGULAR,9291202,2098725
C024,R214,00-00-00,77 ST,R,BMT,10/25/2021,08:00:00,REGULAR,9291567,2098739
C024,R214,00-00-00,77 ST,R,BMT,10/25/2021,12:00:00,REGULAR,9291900,2098775
C024,R214,00-00-00,77 ST,R,BMT,10/25/2021,16:00:00,REGULAR,9292079,2098838
C024,R214,00-00-00,77 ST,R,BMT,10/25/2021,20:00:00,REGULAR,9292212,2098961
