C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R247,R178,01-00-01,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,7733431,27333587
R247,R178,01-00-01,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,7733526,27333742
R247,R178,01-00-02,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,1379414,2697497
R247,R178,01-00-02,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,1379418,2697503
R247,R178,01-00-02,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,1379422,2697549
R247,R178,01-00-02,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,1379445,2697705
R247,R178,01-00-02,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,1379523,2697831
R247,R178,01-00-02,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,1379594,2697907
R247,R178,01-00-03,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,991825,2593251
R247,R178,01-00-03,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,991829,2593256
R247,R178,01-00-03,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,991832,2593308
R247,R178,01-00-03,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,991842,2593449
R247,R178,01-00-03,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,991886,2593567
R247,R178,01-00-03,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,991929,2593621
R247,R178,01-03-00,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,775284,3355148
R247,R178,01-03-00,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,775286,3355159
R247,R178,01-03-00,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,775288,3355232
R247,R178,01-03-00,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,775299,3355471
R247,R178,01-03-00,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,775343,3355668
R247,R178,01-03-00,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,775381,3355798
R247,R178,01-03-01,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,1167483,4638547
R247,R178,01-03-01,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,1167490,4638557
R247,R178,01-03-01,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,1167497,4638637
R247,R178,01-03-01,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,1167511,4638915
R247,R178,01-03-01,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,1167575,4639164
R247,R178,01-03-01,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,1167636,4639310
R247,R178,01-03-02,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,2087072,17586333
R247,R178,01-03-02,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,2087076,17586373
R247,R178,01-03-02,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,2087085,17586543
R247,R178,01-03-02,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,2087102,17587056
R247,R178,01-03-02,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,2087165,17587578
R247,R178,01-03-02,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,2087220,17587915
R248,R178,00-00-00,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,4254839,2216537
R248,R178,00-00-00,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,4254855,2216548
R248,R178,00-00-00,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,4254883,2216628
R248,R178,00-00-00,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,4255027,2216794
R248,R178,00-00-00,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,4255330,2216911
R248,R178,00-00-00,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,4255640,2216960
R248,R178,00-00-01,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,18784615,3542233
R248,R178,00-00-01,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,18784622,3542240
R248,R178,00-00-01,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,18784630,3542303
R248,R178,00-00-01,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,18784656,3542414
R248,R178,00-00-01,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,18784732,3542518
R248,R178,00-00-01,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,18784823,3542584
R248,R178,00-00-02,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,334370,124913
R248,R178,00-00-02,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,334378,124917
R248,R178,00-00-02,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,334396,124975
R248,R178,00-00-02,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,334521,125055
R248,R178,00-00-02,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,334804,125128
R248,R178,00-00-02,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,335047,125151
R248,R178,00-00-03,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,17870466,2611337
R248,R178,00-00-03,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,17870477,2611338
R248,R178,00-00-03,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,17870482,2611377
R248,R178,00-00-03,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,17870525,2611433
R248,R178,00-00-03,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,17870700,2611481
R248,R178,00-00-03,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,17870873,2611504
R248,R178,00-00-04,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,18147835,4741819
R248,R178,00-00-04,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,18147837,4741821
R248,R178,00-00-04,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,18147840,4741846
R248,R178,00-00-04,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,18147869,4741881
R248,R178,00-00-04,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,18147980,4741912
R248,R178,00-00-04,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,18148101,4741925
R248,R178,00-00-05,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,15604271,6217675
R248,R178,00-00-05,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,15604275,6217677
R248,R178,00-00-05,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,15604287,6217728
R248,R178,00-00-05,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,15604313,6217826
R248,R178,00-00-05,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,15604444,6217942
R248,R178,00-00-05,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,15604573,6217995
R248,R178,00-00-06,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,22743946,5945081
R248,R178,00-00-06,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,22743956,5945084
R248,R178,00-00-06,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,22743970,5945149
R248,R178,00-00-06,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,22744027,5945279
R248,R178,00-00-06,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,22744229,5945407
R248,R178,00-00-06,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,22744405,5945465
R248,R178,00-00-07,77 ST,6,IRT,12/31/2021,00:00:00,REGULAR,12705430,2135559
R248,R178,00-00-07,77 ST,6,IRT,12/31/2021,04:00:00,REGULAR,12705438,2135564
R248,R178,00-00-07,77 ST,6,IRT,12/31/2021,08:00:00,REGULAR,12705456,2135630
R248,R178,00-00-07,77 ST,6,IRT,12/31/2021,12:00:00,REGULAR,12705567,2135781
R248,R178,00-00-07,77 ST,6,IRT,12/31/2021,16:00:00,REGULAR,12705861,2135859
R248,R178,00-00-07,77 ST,6,IRT,12/31/2021,20:00:00,REGULAR,12706066,2135885
C024,R214,00-00-00,77 ST,R,BMT,12/30/2021,03:00:00,REGULAR,9347120,2113484
C024,R214,00-00-00,77 ST,R,BMT,12/30/2021,07:00:00,REGULAR,9347207,2113489
C024,R214,00-00-00,77 ST,R,BMT,12/30/2021,11:00:00,REGULAR,9347418,2113516
C024,R214,00-00-00,77 ST,R,BMT,12/30/2021,15:00:00,REGULAR,9347561,2113557
C024,R214,00-00-00,77 ST,R,BMT,12/30/2021,19:00:00,REGULAR,9347719,2113612
C024,R214,00-00-00,77 ST,R,BMT,12/30/2021,23:00:00,REGULAR,9347766,2113645
C024,R214,00-00-01,77 ST,R,BMT,12/30/2021,03:00:00,REGULAR,7339666,2884490
C024,R214,00-00-01,77 ST,R,BMT,12/30/2021,07:00:00,REGULAR,7339707,2884494
C024,R214,00-00-01,77 ST,R,BMT,12/30/2021,11:00:00,REGULAR,7339806,2884514
C024,R214,00-00-01,77 ST,R,BMT,12/30/2021,15:00:00,REGULAR,7339878,2884543
C024,R214,00-00-01,77 ST,R,BMT,12/30/2021,19:00:00,REGULAR,7339966,2884588
C024,R214,00-00-01,77 ST,R,BMT,12/30/2021,23:00:00,REGULAR,7339998,2884614
C024,R214,00-00-02,77 ST,R,BMT,12/30/2021,03:00:00,REGULAR,6360994,4282685
C024,R214,00-00-02,77 ST,R,BMT,12/30/2021,07:00:00,REGULAR,6361018,4282687
C024,R214,00-00-02,77 ST,R,BMT,12/30/2021,11:00:00,REGULAR,6361099,4282715
C024,R214,00-00-02,77 ST,R,BMT,12/30/2021,15:00:00,REGULAR,6361155,4282757
C024,R214,00-00-02,77 ST,R,BMT,12/30/2021,19:00:00,REGULAR,6361218,4282839
C024,R214,00-00-02,77 ST,R,BMT,12/30/2021,23:00:00,REGULAR,6361252,4282884
C024,R214,00-00-03,77 ST,R,BMT,12/30/2021,03:00:00,REGULAR,10417372,9659510
C024,R214,00-00-03,77 ST,R,BMT,12/30/2021,07:00:00,REGULAR,10417432,9659520
C024,R214,00-00-03,77 ST,R,BMT,12/30/2021,11:00:00,REGULAR,10417606,9659589
C024,R214,00-00-03,77 ST,R,BMT,12/30/2021,15:00:00,REGULAR,10417718,9659682
C024,R214,00-00-03,77 ST,R,BMT,12/30/2021,19:00:00,REGULAR,10417837,9659889
C024,R214,00-00-03,77 ST,R,BMT,12/30/2021,23:00:00,REGULAR,10417882,9659988
R247,R178,01-00-00,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,981357,545658
R247,R178,01-00-00,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,981369,545685
R247,R178,01-00-00,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,981387,545974
R247,R178,01-00-00,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,981454,546748
R247,R178,01-00-00,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,981601,547502
R247,R178,01-00-00,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,981793,547917
R247,R178,01-00-01,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,7732891,27331705
R247,R178,01-00-01,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,7732906,27331722
R247,R178,01-00-01,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,7732921,27331894
R247,R178,01-00-01,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,7732970,27332335
R247,R178,01-00-01,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,7733087,27332731
R247,R178,01-00-01,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,7733214,27332923
R247,R178,01-00-02,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,1379093,2696793
R247,R178,01-00-02,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,1379099,2696800
R247,R178,01-00-02,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,1379109,2696931
R247,R178,01-00-02,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,1379148,2697192
R247,R178,01-00-02,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,1379255,2697368
R247,R178,01-00-02,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,1379369,2697469
R247,R178,01-00-03,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,991590,2592660
R247,R178,01-00-03,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,991594,2592666
R247,R178,01-00-03,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,991603,2592796
R247,R178,01-00-03,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,991628,2593007
R247,R178,01-00-03,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,991692,2593155
R247,R178,01-00-03,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,991790,2593206
R247,R178,01-03-00,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,775072,3354077
R247,R178,01-03-00,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,775074,3354084
R247,R178,01-03-00,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,775081,3354263
R247,R178,01-03-00,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,775102,3354651
R247,R178,01-03-00,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,775173,3354933
R247,R178,01-03-00,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,775256,3355084
R247,R178,01-03-01,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,1167219,4637187
R247,R178,01-03-01,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,1167221,4637197
R247,R178,01-03-01,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,1167234,4637372
R247,R178,01-03-01,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,1167265,4637847
R247,R178,01-03-01,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,1167342,4638249
R247,R178,01-03-01,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,1167442,4638459
R247,R178,01-03-02,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,2086823,17583632
R247,R178,01-03-02,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,2086828,17583675
R247,R178,01-03-02,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,2086837,17583996
R247,R178,01-03-02,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,2086866,17584993
R247,R178,01-03-02,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,2086953,17585712
R247,R178,01-03-02,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,2087031,17586195
R248,R178,00-00-00,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,4253470,2215918
R248,R178,00-00-00,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,4253479,2215928
R248,R178,00-00-00,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,4253523,2216068
R248,R178,00-00-00,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,4253705,2216283
R248,R178,00-00-00,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,4254177,2216428
R248,R178,00-00-00,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,4254706,2216505
R248,R178,00-00-01,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,18784189,3541788
R248,R178,00-00-01,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,18784190,3541788
R248,R178,00-00-01,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,18784209,3541891
R248,R178,00-00-01,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,18784252,3542040
R248,R178,00-00-01,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,18784402,3542154
R248,R178,00-00-01,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,18784579,3542217
R248,R178,00-00-02,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,333073,124582
R248,R178,00-00-02,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,333078,124585
R248,R178,00-00-02,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,333119,124668
R248,R178,00-00-02,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,333277,124782
R248,R178,00-00-02,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,333758,124852
R248,R178,00-00-02,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,334252,124893
R248,R178,00-00-03,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,17869701,2611069
R248,R178,00-00-03,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,17869706,2611073
R248,R178,00-00-03,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,17869719,2611144
R248,R178,00-00-03,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,17869807,2611245
R248,R178,00-00-03,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,17870098,2611305
R248,R178,00-00-03,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,17870414,2611333
R248,R178,00-00-04,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,18147289,4741649
R248,R178,00-00-04,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,18147289,4741649
R248,R178,00-00-04,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,18147298,4741690
R248,R178,00-00-04,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,18147343,4741752
R248,R178,00-00-04,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,18147568,4741780
R248,R178,00-00-04,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,18147806,4741809
R248,R178,00-00-05,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,15603610,6217166
R248,R178,00-00-05,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,15603611,6217170
R248,R178,00-00-05,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,15603630,6217263
R248,R178,00-00-05,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,15603690,6217443
R248,R178,00-00-05,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,15603909,6217595
R248,R178,00-00-05,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,15604226,6217665
R248,R178,00-00-06,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,22742964,5944534
R248,R178,00-00-06,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,22742970,5944536
R248,R178,00-00-06,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,22742986,5944645
R248,R178,00-00-06,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,22743088,5944848
R248,R178,00-00-06,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,22743380,5944995
R248,R178,00-00-06,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,22743860,5945059
R248,R178,00-00-07,77 ST,6,IRT,12/30/2021,00:00:00,REGULAR,12704533,2135065
R248,R178,00-00-07,77 ST,6,IRT,12/30/2021,04:00:00,REGULAR,12704541,2135070
R248,R178,00-00-07,77 ST,6,IRT,12/30/2021,08:00:00,REGULAR,12704570,2135215
R248,R178,00-00-07,77 ST,6,IRT,12/30/2021,12:00:00,REGULAR,12704743,2135392
R248,R178,00-00-07,77 ST,6,IRT,12/30/2021,16:00:00,REGULAR,12705153,2135473
R248,R178,00-00-07,77 ST,6,IRT,12/30/2021,20:00:00,REGULAR,12705324,2135539
C024,R214,00-00-00,77 ST,R,BMT,12/29/2021,03:00:00,REGULAR,9346444,2113311
C024,R214,00-00-00,77 ST,R,BMT,12/29/2021,07:00:00,REGULAR,9346541,2113314
C024,R214,00-00-00,77 ST,R,BMT,12/29/2021,11:00:00,REGULAR,9346778,2113346
C024,R214,00-00-00,77 ST,R,BMT,12/29/2021,15:00:00,REGULAR,9346925,2113385
C024,R214,00-00-00,77 ST,R,BMT,12/29/2021,19:00:00,REGULAR,9347067,2113451
C024,R214,00-00-00,77 ST,R,BMT,12/29/2021,23:00:00,REGULAR,9347119,2113480
C024,R214,00-00-01,77 ST,R,BMT,12/29/2021,03:00:00,REGULAR,7339316,2884324
C024,R214,00-00-01,77 ST,R,BMT,12/29/2021,07:00:00,REGULAR,7339346,2884325
C024,R214,00-00-01,77 ST,R,BMT,12/29/2021,11:00:00,REGULAR,7339453,2884349
C024,R214,00-00-01,77 ST,R,BMT,12/29/2021,15:00:00,REGULAR,7339554,2884377
C024,R214,00-00-01,77 ST,R,BMT,12/29/2021,19:00:00,REGULAR,7339629,2884449
C024,R214,00-00-01,77 ST,R,BMT,12/29/2021,23:00:00,REGULAR,7339661,2884484
C024,R214,00-00-02,77 ST,R,BMT,12/29/2021,03:00:00,REGULAR,6360744,4282461
C024,R214,00-00-02,77 ST,R,BMT,12/29/2021,07:00:00,REGULAR,6360778,4282463
C024,R214,00-00-02,77 ST,R,BMT,12/29/2021,11:00:00,REGULAR,6360864,4282488
C024,R214,00-00-02,77 ST,R,BMT,12/29/2021,15:00:00,REGULAR,6360912,4282519
C024,R214,00-00-02,77 ST,R,BMT,12/29/2021,19:00:00,REGULAR,6360969,4282626
C024,R214,00-00-02,77 ST,R,BMT,12/29/2021,23:00:00,REGULAR,6360990,4282674
C024,R214,00-00-03,77 ST,R,BMT,12/29/2021,03:00:00,REGULAR,10416825,9659014
C024,R214,00-00-03,77 ST,R,BMT,12/29/2021,07:00:00,REGULAR,10416887,9659031
C024,R214,00-00-03,77 ST,R,BMT,12/29/2021,11:00:00,REGULAR,10417068,9659103
C024,R214,00-00-03,77 ST,R,BMT,12/29/2021,15:00:00,REGULAR,10417185,9659184
C024,R214,00-00-03,77 ST,R,BMT,12/29/2021,19:00:00,REGULAR,10417305,9659378
C024,R214,00-00-03,77 ST,R,BMT,12/29/2021,23:00:00,REGULAR,10417364,9659483
R247,R178,01-00-00,77 ST,6,IRT,12/29/2021,00:00:00,REGULAR,980841,543678
R247,R178,01-00-00,77 ST,6,IRT,12/29/2021,04:00:00,REGULAR,980855,543699
R247,R178,01-00-00,77 ST,6,IRT,12/29/2021,08:00:00,REGULAR,980878,544003
R247,R178,01-00-00,77 ST,6,IRT,12/29/2021,12:00:00,REGULAR,980932,544590
R247,R178,01-00-00,77 ST,6,IRT,12/29/2021,16:00:00,REGULAR,981060,545075
R247,R178,01-00-00,77 ST,6,IRT,12/29/2021,20:00:00,REGULAR,981269,545529
R247,R178,01-00-01,77 ST,6,IRT,12/29/2021,00:00:00,REGULAR,7732425,27330599
R247,R178,01-00-01,77 ST,6,IRT,12/29/2021,04:00:00,REGULAR,7732432,27330609
R247,R178,01-00-01,77 ST,6,IRT,12/29/2021,08:00:00,REGULAR,7732448,27330802
R247,R178,01-00-01,77 ST,6,IRT,12/29/2021,12:00:00,REGULAR,7732500,27331147
R247,R178,01-00-01,77 ST,6,IRT,12/29/2021,16:00:00,REGULAR,7732645,27331416
R247,R178,01-00-01,77 ST,6,IRT,12/29/2021,20:00:00,REGULAR,7732827,27331644
R247,R178,01-00-02,77 ST,6,IRT,12/29/2021,00:00:00,REGULAR,1378778,2696175
R247,R178,01-00-02,77 ST,6,IRT,12/29/2021,04:00:00,REGULAR,1378783,2696179
R247,R178,01-00-02,77 ST,6,IRT,12/29/2021,08:00:00,REGULAR,1378795,2696310
R247,R178,01-00-02,77 ST,6,IRT,12/29/2021,12:00:00,REGULAR,1378826,2696545
R247,R178,01-00-02,77 ST,6,IRT,12/29/2021,16:00:00,REGULAR,1378921,2696661
R247,R178,01-00-02,77 ST,6,IRT,12/29/2021,20:00:00,REGULAR,1379048,2696765
R247,R178,01-00-03,77 ST,6,IRT,12/29/2021,00:00:00,REGULAR,991373,2592135
R247,R178,01-00-03,77 ST,6,IRT,12/29/2021,04:00:00,REGULAR,991375,2592138
R247,R178,01-00-03,77 ST,6,IRT,12/29/2021,08:00:00,REGULAR,991378,2592273
R247,R178,01-00-03,77 ST,6,IRT,12/29/2021,12:00:00,REGULAR,991401,2592481
R247,R178,01-00-03,77 ST,6,IRT,12/29/2021,16:00:00,REGULAR,991474,2592576
R247,R178,01-00-03,77 ST,6,IRT,12/29/2021,20:00:00,REGULAR,991565,2592642
R247,R178,01-03-00,77 ST,6,IRT,12/29/2021,00:00:00,REGULAR,774858,3353099
R247,R178,01-03-00,77 ST,6,IRT,12/29/2021,04:00:00,REGULAR,774861,3353105
R247,R178,01-03-00,77 ST,6,IRT,12/29/2021,08:00:00,REGULAR,774870,3353296
R247,R178,01-03-00,77 ST,6,IRT,12/29/2021,12:00:00,REGULAR,774889,3353668
